run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000130000,0.000129103
2,1,1,0.000121000,0.000120386
3,2,1,0.000107000,0.000106782
4,3,1,0.000126000,0.000126115
5,4,1,0.000120000,0.000120187
6,5,1,0.000109000,0.000109678
7,6,1,0.000110000,0.000109221
8,7,1,0.000114000,0.000113646
9,8,1,0.000138000,0.000137613
10,9,1,0.000103000,0.000103408
11,10,1,0.000116000,0.000116126
12,11,1,0.000110000,0.000109414
13,12,1,0.000113000,0.000113167
14,13,1,0.000121000,0.000120985
15,14,1,0.000114000,0.000113728
16,15,1,0.000116000,0.000115988
17,16,1,0.000118000,0.000117456
18,17,1,0.000124000,0.000124389
19,18,1,0.000108000,0.000107968
20,19,1,0.000112000,0.000111633
