run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000140000,0.000140020
2,1,1,0.000121000,0.000120159
3,2,1,0.000108000,0.000107643
4,3,1,0.000141000,0.000140966
5,4,1,0.000126000,0.000125752
6,5,1,0.000111000,0.000110216
7,6,1,0.000113000,0.000113117
8,7,1,0.000117000,0.000116815
9,8,1,0.000127000,0.000126135
10,9,1,0.000116000,0.000115810
11,10,1,0.000105000,0.000104285
12,11,1,0.000130000,0.000130465
13,12,1,0.000136000,0.000136013
14,13,1,0.000102000,0.000101497
15,14,1,0.000108000,0.000108157
16,15,1,0.000112000,0.000111623
17,16,1,0.000114000,0.000113446
18,17,1,0.000192000,0.000192033
19,18,1,0.000117000,0.000117378
20,19,1,0.000128000,0.000127856
