run,seed,success,cpu_seconds,wall_seconds
1,0,0,57.605250000,57.607948956
2,1,0,57.739959000,57.742436808
3,2,0,57.754520000,57.757469126
4,3,0,57.773666000,57.775070900
5,4,0,58.267742000,58.269801472
6,5,0,58.083409000,58.084818269
7,6,0,58.164151000,58.165926052
8,7,0,58.113666000,58.114998767
9,8,0,58.113492000,58.114762056
10,9,0,58.033173000,58.034468096
11,10,0,58.290491000,58.292000250
12,11,0,58.125386000,58.126776610
13,12,0,58.078802000,58.080197563
14,13,0,58.088355000,58.089688420
15,14,0,58.152827000,58.154108949
16,15,0,58.127625000,58.128800360
17,16,0,58.117212000,58.118643759
18,17,0,58.188911000,58.190241395
19,18,0,58.128053000,58.129423505
20,19,0,58.139539000,58.140761524
