run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000668000,0.000666609
2,1,1,0.000593000,0.000593467
3,2,1,0.000606000,0.000605533
4,3,1,0.000606000,0.000605867
5,4,1,0.000587000,0.000586409
6,5,1,0.000579000,0.000578600
7,6,1,0.000595000,0.000600379
8,7,1,0.000610000,0.000610131
9,8,1,0.000575000,0.000574540
10,9,1,0.000598000,0.000598032
11,10,1,0.000602000,0.000601538
12,11,1,0.000640000,0.000639021
13,12,1,0.000580000,0.000579722
14,13,1,0.000717000,0.000715952
15,14,1,0.000635000,0.000635489
16,15,1,0.000672000,0.000672142
17,16,1,0.000721000,0.000720690
18,17,1,0.000603000,0.000603046
19,18,1,0.000621000,0.000620673
20,19,1,0.000679000,0.000678821
