run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.580480000,0.580478019
2,1,1,0.584976000,0.584988231
3,2,1,1.577551000,1.577588645
4,3,1,2.711173000,2.711224707
5,4,1,1.661235000,1.661261984
6,5,1,1.869553000,1.870185056
7,6,1,1.705473000,1.705510638
8,7,1,1.671408000,1.671419583
9,8,1,2.016721000,2.016796357
10,9,1,2.133587000,2.133635281
11,10,1,1.548893000,1.548963500
12,11,1,1.961914000,1.961938181
13,12,1,1.105766000,1.105763994
14,13,1,2.190774000,2.190835164
15,14,1,0.612438000,0.612435954
16,15,1,0.349342000,0.349390128
17,16,1,1.560748000,1.560773504
18,17,1,1.475215000,1.475249011
19,18,1,0.938222000,0.938248920
20,19,1,0.206363000,0.206361517
