name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
GEOM40.col,40,78,33,1080,3187,OPTIMAL,28,0.00719983,0.00402754,0.0112274,45.36328,21.0,1.0,0.0,,16306.0,175.0,183.0,1945.0,121.0,559.0,,26.0,0.0,,1.0,,480.0,,,49.0,,,,956.0,
c21_3_d1.col,21,105,8,126,757,OPTIMAL,7,0.000641991,0.00124707,0.00188906,45.48828,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
GEOM60.col,60,185,36,1920,7841,OPTIMAL,33,0.012969,0.00504837,0.0180173,45.4375,15.0,2.0,0.0,,22254.0,263.0,283.0,3341.0,223.0,660.0,1.0,48.0,0.0,,2.0,,535.0,,,78.0,,,,1891.0,
GEOM70b.col,70,488,76,3220,25669,OPTIMAL,47,0.252704,1.9606,2.2133,63.46484,5055.0,333.0,0.0,301.0,10480400.0,73687.0,75800.0,1815680.0,396665.0,144583.0,14.0,5972.0,0.0,46.0,8653.0,543.0,3356.0,28133.0,23.0,15934.0,18.0,8.0,47.0,514879.0,2.0
c21_1_d1.col,21,105,8,126,757,OPTIMAL,7,0.00104997,0.00163832,0.00268829,45.99219,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
GEOM120b.col,120,1491,123,9840,132103,OPTIMAL,83,1.7805,2025.27,2027.05,232.18359,556735.0,28328.0,0.0,1000.0,2325700000.0,11235100.0,11379700.0,522415000.0,116136000.0,19053200.0,6.0,1213650.0,0.0,4530.0,739535.0,417.0,7526.0,8943260.0,50.0,1353020.0,273.0,39.0,40.0,164448000.0,76.0
c21_5_d1.col,21,105,8,126,757,OPTIMAL,7,0.00065981,0.0010695,0.00172931,45.44531,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
GEOM50.col,50,127,36,1350,4780,OPTIMAL,28,0.0206508,0.00740275,0.0280536,45.80859,2.0,5.0,0.0,,20974.0,225.0,239.0,2671.0,210.0,671.0,3.0,59.0,0.0,,5.0,,809.0,,,99.0,,,,1131.0,
GEOM90.col,90,441,54,4050,23896,OPTIMAL,46,0.0696642,0.0585465,0.128211,58.02734,149.0,36.0,0.0,,292244.0,4064.0,4223.0,60000.0,10093.0,7042.0,3.0,437.0,0.0,,36.0,,1370.0,264.0,,904.0,2.0,1.0,,17385.0,
GEOM80.col,80,349,54,3200,17161,OPTIMAL,41,0.0746839,0.0376271,0.112311,56.80469,145.0,20.0,0.0,,180471.0,2173.0,2252.0,33348.0,5426.0,4835.0,7.0,185.0,0.0,,18.0,,1797.0,31.0,,608.0,1.0,1.0,,10893.0,
GEOM90a.col,90,789,80,5580,54499,OPTIMAL,63,0.298569,6.02495,6.32352,71.33984,12618.0,783.0,0.0,63.0,24031000.0,170908.0,174545.0,4082110.0,828583.0,338522.0,,15725.0,0.0,67.0,20163.0,6.0,2727.0,83207.0,2.0,29573.0,28.0,11.0,1.0,1134030.0,4.0
c21_6_d2.col,21,105,11,168,1009,OPTIMAL,9,0.00180974,0.00307707,0.00488681,45.94531,3.0,3.0,0.0,,5163.0,183.0,189.0,1282.0,36.0,212.0,2.0,59.0,0.0,,3.0,,174.0,,,18.0,,,,449.0,
GEOM90b.col,90,860,109,6120,64601,OPTIMAL,69,0.907245,32.9668,33.8741,84.61328,45218.0,3144.0,0.0,224.0,120110000.0,758408.0,772210.0,23909300.0,5658020.0,1428580.0,13.0,62197.0,0.0,299.0,92828.0,768.0,5936.0,466820.0,12.0,124336.0,84.0,23.0,52.0,6809180.0,18.0
c55_1_d1.col,55,362,8,330,2503,OPTIMAL,7,0.00328887,0.00425824,0.00754711,45.45703,29.0,100.0,0.0,,9445.0,473.0,523.0,2552.0,15.0,787.0,,70.0,0.0,,98.0,,214.0,,,87.0,,,,312.0,
GEOM50a.col,50,238,61,2450,14113,OPTIMAL,50,0.0555281,0.226839,0.282367,57.35938,811.0,79.0,0.0,6.0,1163780.0,13290.0,13635.0,238176.0,47799.0,25384.0,4.0,1251.0,0.0,3.0,1260.0,12.0,1331.0,2577.0,,2675.0,5.0,3.0,2.0,64910.0,
GEOM20a.col,20,37,24,380,1084,OPTIMAL,20,0.00233718,0.0012835,0.00362068,45.01953,,2.0,0.0,,2122.0,21.0,25.0,95.0,0.0,65.0,4.0,1.0,0.0,,2.0,,321.0,,,12.0,,,,51.0,
GEOM100.col,100,547,64,4900,31704,OPTIMAL,50,0.15018,0.370735,0.520915,63.03516,1113.0,110.0,0.0,29.0,1766770.0,17972.0,18522.0,295291.0,53046.0,37342.0,7.0,1422.0,0.0,12.0,2008.0,236.0,2345.0,3862.0,3.0,4054.0,7.0,4.0,16.0,82905.0,
GEOM110.col,110,638,64,5390,36653,OPTIMAL,50,0.173861,0.384551,0.558412,65.49219,981.0,117.0,0.0,19.0,1933530.0,20049.0,20668.0,357012.0,71499.0,43614.0,7.0,1575.0,0.0,5.0,1610.0,233.0,2432.0,4019.0,,4263.0,7.0,4.0,18.0,92256.0,
c21_5_d2.col,21,105,8,126,757,OPTIMAL,7,0.000868615,0.00119542,0.00206403,45.88672,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
c21_8_d2.col,21,105,11,168,1009,OPTIMAL,9,0.00168779,0.00201692,0.00370471,45.94922,3.0,3.0,0.0,,5163.0,183.0,189.0,1282.0,36.0,212.0,2.0,59.0,0.0,,3.0,,174.0,,,18.0,,,,449.0,
c21_7_d2.col,21,105,8,126,757,OPTIMAL,7,0.00103621,0.00166561,0.00270182,45.88672,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
GEOM70a.col,70,459,72,4200,31741,OPTIMAL,61,0.11928,1.16267,1.28195,63.67969,3071.0,302.0,0.0,21.0,5614600.0,49734.0,51026.0,951359.0,191896.0,92765.0,,4934.0,0.0,18.0,4006.0,204.0,1613.0,17278.0,8.0,9850.0,12.0,6.0,14.0,255638.0,1.0
c21_4_d1.col,21,105,11,168,1009,OPTIMAL,9,0.00193888,0.0339042,0.0358431,45.95312,3.0,3.0,0.0,,5163.0,183.0,189.0,1282.0,36.0,212.0,2.0,59.0,0.0,,3.0,,174.0,,,18.0,,,,449.0,
GEOM110b.col,110,1256,121,8360,103817,OPTIMAL,77,1.59947,188.905,190.505,124.59375,124859.0,7920.0,0.0,360.0,415911000.0,2311620.0,2346370.0,87263700.0,19936500.0,4136960.0,13.0,243513.0,0.0,1025.0,266276.0,447.0,7865.0,1660680.0,42.0,317084.0,116.0,25.0,43.0,25959000.0,29.0
GEOM80a.col,80,612,79,4960,42905,OPTIMAL,63,0.213977,1.96973,2.18371,66.76953,3036.0,340.0,0.0,22.0,9061840.0,71836.0,73361.0,1586790.0,334340.0,122906.0,4.0,7145.0,0.0,30.0,7973.0,210.0,2506.0,28861.0,9.0,12920.0,15.0,6.0,12.0,432193.0,2.0
GEOM30a.col,30,81,32,780,2887,OPTIMAL,27,0.00935814,0.00487431,0.0142324,46.14062,,5.0,0.0,,12345.0,257.0,275.0,2790.0,310.0,370.0,4.0,33.0,0.0,,5.0,,382.0,,,73.0,,,,854.0,
GEOM80b.col,80,663,98,4720,43838,OPTIMAL,60,0.584663,3.10991,3.69458,69.72656,5696.0,497.0,0.0,58.0,14445800.0,106613.0,109112.0,2623490.0,609777.0,197316.0,18.0,8434.0,0.0,30.0,12211.0,162.0,5323.0,48566.0,,19804.0,21.0,9.0,15.0,736102.0,3.0
GEOM50b.col,50,249,54,1700,10167,OPTIMAL,35,0.0704107,0.0685488,0.13896,55.65234,130.0,36.0,0.0,,390739.0,4491.0,4691.0,84115.0,18747.0,7681.0,8.0,559.0,0.0,,36.0,,1587.0,286.0,,988.0,2.0,1.0,,24313.0,
GEOM60a.col,60,339,61,2940,19552,OPTIMAL,50,0.0703348,0.263433,0.333768,59.05859,647.0,84.0,0.0,2.0,1295320.0,15409.0,15851.0,265965.0,52756.0,27291.0,3.0,1395.0,0.0,8.0,1726.0,198.0,1459.0,3464.0,,3436.0,6.0,3.0,16.0,68202.0,
GEOM70.col,70,267,44,2590,12470,OPTIMAL,38,0.0275907,0.0157692,0.0433599,45.65625,13.0,7.0,0.0,,74096.0,1162.0,1214.0,16540.0,2027.0,1768.0,3.0,190.0,0.0,,7.0,,939.0,,,284.0,,,,6964.0,
GEOM30b.col,30,81,27,750,2776,OPTIMAL,26,0.00379204,0.00194171,0.00573375,45.53125,,4.0,0.0,,1664.0,37.0,38.0,206.0,2.0,40.0,2.0,9.0,0.0,,4.0,,216.0,,,4.0,,,,52.0,
c21_3_d2.col,21,105,8,126,757,OPTIMAL,7,0.00105199,0.00146414,0.00251612,45.53125,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
c21_8_d1.col,21,105,11,168,1009,OPTIMAL,9,0.00133503,0.00163406,0.00296909,45.53125,3.0,3.0,0.0,,5163.0,183.0,189.0,1282.0,36.0,212.0,2.0,59.0,0.0,,3.0,,174.0,,,18.0,,,,449.0,
c21_1_d2.col,21,105,8,126,757,OPTIMAL,7,0.000844193,0.00634377,0.00718796,45.40625,3.0,52.0,0.0,,2453.0,206.0,231.0,930.0,10.0,261.0,2.0,34.0,0.0,,52.0,,102.0,,,36.0,,,,146.0,
GEOM40a.col,40,146,50,1440,6697,OPTIMAL,37,0.0302138,0.0325126,0.0627264,45.53125,174.0,28.0,0.0,,187661.0,2688.0,2832.0,38968.0,5571.0,4993.0,5.0,370.0,0.0,,28.0,,1098.0,19.0,,708.0,1.0,1.0,,13448.0,
GEOM40b.col,40,157,40,1280,6305,OPTIMAL,33,0.0226388,0.0136089,0.0362477,45.41016,28.0,13.0,0.0,,58418.0,879.0,928.0,10491.0,1751.0,1498.0,3.0,95.0,0.0,,13.0,,684.0,,,237.0,,,,3212.0,
c21_2_d1.col,21,105,11,168,1009,OPTIMAL,9,0.00194999,0.00247,0.00441999,44.41406,3.0,3.0,0.0,,5163.0,183.0,189.0,1282.0,36.0,212.0,2.0,59.0,0.0,,3.0,,174.0,,,18.0,,,,449.0,
GEOM110a.col,110,1207,109,7480,89557,OPTIMAL,69,1.24879,106.821,108.07,112.98047,104033.0,7676.0,0.0,1362.0,422083000.0,2289520.0,2330140.0,76624800.0,17916500.0,4331220.0,15.0,125175.0,0.0,1092.0,156091.0,786.0,7044.0,1663340.0,2.0,383919.0,145.0,32.0,41.0,18064200.0,35.0
GEOM120a.col,120,1434,109,9720,125875,OPTIMAL,82,1.12861,123.334,124.462,126.96484,86046.0,6214.0,0.0,188.0,263754000.0,1782140.0,1809890.0,58712700.0,12307000.0,3094580.0,4.0,194088.0,0.0,521.0,215839.0,334.0,5344.0,1199940.0,27.0,259751.0,107.0,25.0,30.0,17359100.0,26.0
c55_2_d2.col,55,362,8,330,2503,OPTIMAL,7,0.00253669,0.00292489,0.00546157,45.53906,29.0,100.0,0.0,,9445.0,473.0,523.0,2552.0,15.0,787.0,,70.0,0.0,,98.0,,214.0,,,87.0,,,,312.0,
GEOM20.col,20,20,24,400,801,OPTIMAL,21,0.00132469,0.000909234,0.00223392,45.53906,,4.0,0.0,,1231.0,12.0,17.0,48.0,4.0,44.0,3.0,,0.0,,4.0,,238.0,,,8.0,,,,19.0,
