name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
GEOM70b.col,70,488,76,3220,25668,OPTIMAL,47,0.262402,1.69886,1.96126,63.12891,3988.0,324.0,0.0,73.0,8998540.0,65682.0,67592.0,1558700.0,350825.0,129233.0,8.0,5028.0,0.0,14.0,7261.0,668.0,2514.0,22970.0,13.0,14375.0,17.0,9.0,59.0,419977.0,1.0
c21_1_d1.col,21,105,8,126,756,OPTIMAL,7,0.00106702,0.00254663,0.00361365,45.49609,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
GEOM120b.col,120,1491,123,9840,132102,OPTIMAL,83,1.79378,2581.22,2583.01,249.75391,586781.0,32805.0,0.0,1114.0,2982310000.0,14535700.0,14704500.0,726618000.0,175129000.0,23315000.0,6.0,1315270.0,0.0,5352.0,861959.0,355.0,5923.0,11854200.0,26.0,1632270.0,306.0,37.0,43.0,217850000.0,89.0
c21_5_d1.col,21,105,8,126,756,OPTIMAL,7,0.00105648,0.00248511,0.00354159,45.4375,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
GEOM50.col,50,127,36,1350,4779,OPTIMAL,28,0.0186565,0.00674631,0.0254029,45.375,,3.0,0.0,,21646.0,271.0,283.0,3566.0,301.0,679.0,3.0,43.0,0.0,,3.0,,628.0,,,117.0,,,,1194.0,
GEOM90.col,90,441,54,4050,23895,OPTIMAL,46,0.06936,0.0680839,0.137444,58.68359,251.0,31.0,0.0,,354600.0,4604.0,4760.0,68852.0,10760.0,9913.0,3.0,518.0,0.0,,31.0,,1175.0,393.0,,1060.0,2.0,1.0,,20138.0,
GEOM80.col,80,349,54,3200,17160,OPTIMAL,41,0.0766386,0.0361543,0.112793,57.29297,127.0,21.0,0.0,,164753.0,1998.0,2075.0,30435.0,5076.0,4398.0,7.0,183.0,0.0,,19.0,,1441.0,31.0,,569.0,1.0,1.0,,9660.0,
GEOM90a.col,90,789,80,5580,54498,OPTIMAL,63,0.293173,5.37372,5.6669,70.86328,9823.0,782.0,0.0,50.0,21100200.0,154817.0,158263.0,3795870.0,771691.0,295455.0,,15442.0,0.0,55.0,19362.0,32.0,2105.0,73600.0,13.0,27691.0,27.0,10.0,3.0,1093920.0,3.0
c21_6_d2.col,21,105,11,168,1008,OPTIMAL,9,0.00198811,0.00398298,0.00597109,45.50781,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
GEOM90b.col,90,860,109,6120,64600,OPTIMAL,69,0.902936,24.5098,25.4128,82.59766,35581.0,2452.0,0.0,971.0,98077100.0,605348.0,616356.0,18263600.0,4327070.0,1171280.0,14.0,44102.0,0.0,183.0,58707.0,728.0,4102.0,351384.0,18.0,100985.0,73.0,22.0,48.0,4992430.0,16.0
c55_1_d1.col,55,362,8,330,2502,OPTIMAL,7,0.00210482,0.00277506,0.00487988,46.01172,26.0,100.0,0.0,,8477.0,462.0,512.0,2366.0,12.0,740.0,,70.0,0.0,,98.0,,203.0,,,86.0,,,,287.0,
GEOM50a.col,50,238,61,2450,14112,OPTIMAL,50,0.0557802,0.227861,0.283641,57.12109,771.0,63.0,0.0,6.0,1161400.0,13300.0,13639.0,240608.0,45367.0,24925.0,4.0,1369.0,0.0,2.0,1245.0,12.0,977.0,2490.0,,2675.0,5.0,3.0,2.0,71966.0,
GEOM20a.col,20,37,24,380,1083,OPTIMAL,20,0.00225556,0.0012107,0.00346625,45.27734,,3.0,0.0,,2787.0,53.0,55.0,304.0,6.0,94.0,4.0,5.0,0.0,,3.0,,185.0,,,18.0,,,,146.0,
GEOM100.col,100,547,64,4900,31703,OPTIMAL,50,0.147698,0.418249,0.565947,63.54688,1070.0,111.0,0.0,18.0,2008190.0,20196.0,20823.0,361086.0,67973.0,44936.0,7.0,1619.0,0.0,9.0,2875.0,232.0,1865.0,4295.0,1.0,4589.0,7.0,4.0,16.0,102020.0,
GEOM110.col,110,638,64,5390,36652,OPTIMAL,50,0.170947,0.434715,0.605663,64.40234,1219.0,105.0,0.0,20.0,2081420.0,20461.0,21075.0,333693.0,61334.0,42595.0,7.0,1459.0,0.0,12.0,2007.0,468.0,2133.0,4027.0,1.0,4690.0,7.0,4.0,36.0,89831.0,
c21_5_d2.col,21,105,8,126,756,OPTIMAL,7,0.000669781,0.00165035,0.00232013,45.65234,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
c21_8_d2.col,21,105,11,168,1008,OPTIMAL,9,0.00196141,0.00373976,0.00570117,45.58984,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
c21_7_d2.col,21,105,8,126,756,OPTIMAL,7,0.00069877,0.00195018,0.00264895,45.46484,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
GEOM70a.col,70,459,72,4200,31740,OPTIMAL,61,0.115599,1.57085,1.68645,63.87109,3714.0,322.0,0.0,21.0,7219010.0,63785.0,65237.0,1345640.0,271395.0,121442.0,,5646.0,0.0,40.0,10704.0,164.0,1270.0,22535.0,,12027.0,16.0,7.0,12.0,377510.0,2.0
c21_4_d1.col,21,105,11,168,1008,OPTIMAL,9,0.00127013,0.00270522,0.00397534,45.46875,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
GEOM110b.col,110,1256,121,8360,103816,OPTIMAL,77,1.56447,245.809,247.374,139.30859,129727.0,7052.0,0.0,267.0,465469000.0,2371770.0,2406840.0,97005400.0,21650800.0,4147100.0,13.0,283037.0,0.0,1118.0,247384.0,507.0,5503.0,1704980.0,53.0,310265.0,112.0,25.0,37.0,32352000.0,27.0
GEOM80a.col,80,612,79,4960,42904,OPTIMAL,63,0.21891,4.66213,4.88104,66.73828,10166.0,532.0,0.0,45.0,18131900.0,133410.0,135969.0,3231200.0,612257.0,257236.0,2.0,15295.0,0.0,64.0,17027.0,258.0,1837.0,65581.0,12.0,21964.0,21.0,7.0,18.0,1006410.0,3.0
GEOM30a.col,30,81,32,780,2886,OPTIMAL,27,0.00925352,0.00564175,0.0148953,45.53125,,4.0,0.0,,11132.0,191.0,204.0,2332.0,316.0,326.0,3.0,21.0,0.0,,4.0,,323.0,,,64.0,,,,590.0,
GEOM80b.col,80,663,98,4720,43837,OPTIMAL,60,0.588122,3.74196,4.33008,69.8125,7231.0,516.0,0.0,84.0,17424000.0,125631.0,128349.0,3091560.0,698944.0,243758.0,18.0,10428.0,0.0,60.0,17066.0,166.0,3671.0,55098.0,2.0,22851.0,28.0,12.0,17.0,874926.0,3.0
GEOM50b.col,50,249,54,1700,10166,OPTIMAL,35,0.0681432,0.134028,0.202172,56.53125,369.0,87.0,0.0,12.0,676495.0,7490.0,7806.0,133059.0,26201.0,13375.0,11.0,810.0,0.0,6.0,910.0,120.0,1351.0,623.0,2.0,1696.0,4.0,2.0,13.0,37749.0,
GEOM60a.col,60,339,61,2940,19551,OPTIMAL,50,0.0725819,0.308168,0.38075,59.33594,810.0,106.0,0.0,2.0,1404360.0,16391.0,16871.0,297043.0,59850.0,29578.0,3.0,1538.0,0.0,7.0,1768.0,198.0,1076.0,4004.0,,3494.0,6.0,3.0,16.0,81629.0,
GEOM70.col,70,267,44,2590,12469,OPTIMAL,38,0.0275235,0.0197385,0.047262,45.47266,51.0,21.0,0.0,,89808.0,1364.0,1441.0,20760.0,2429.0,2420.0,3.0,231.0,0.0,,21.0,,784.0,3.0,,336.0,1.0,1.0,,8100.0,
GEOM30b.col,30,81,27,750,2775,OPTIMAL,26,0.00378561,0.00213158,0.00591719,45.47266,,4.0,0.0,,1624.0,37.0,38.0,206.0,2.0,40.0,2.0,9.0,0.0,,4.0,,176.0,,,4.0,,,,52.0,
c21_3_d2.col,21,105,8,126,756,OPTIMAL,7,0.000817375,0.00193122,0.0027486,45.47266,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
c21_8_d1.col,21,105,11,168,1008,OPTIMAL,9,0.00195843,0.00381904,0.00577747,45.53516,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
c21_1_d2.col,21,105,8,126,756,OPTIMAL,7,0.00107193,0.00246862,0.00354055,45.47656,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
GEOM40a.col,40,146,50,1440,6696,OPTIMAL,37,0.0307532,0.033464,0.0642172,45.47656,177.0,28.0,0.0,,189997.0,2699.0,2846.0,39104.0,5619.0,5094.0,5.0,370.0,0.0,,28.0,,772.0,19.0,,718.0,1.0,1.0,,13483.0,
GEOM40b.col,40,157,40,1280,6304,OPTIMAL,33,0.0163021,0.0114084,0.0277105,45.96484,6.0,4.0,0.0,,51389.0,817.0,850.0,10741.0,1380.0,1256.0,3.0,145.0,0.0,,4.0,,539.0,,,220.0,,,,4003.0,
c21_2_d1.col,21,105,11,168,1008,OPTIMAL,9,0.00126891,0.00253805,0.00380696,45.47656,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
GEOM110a.col,110,1207,109,7480,89556,OPTIMAL,69,1.27847,132.042,133.321,113.86719,109140.0,9053.0,0.0,1910.0,509512000.0,2705450.0,2753760.0,96855100.0,23013100.0,4993310.0,15.0,143394.0,0.0,1483.0,257472.0,858.0,5086.0,1952370.0,,458624.0,171.0,36.0,44.0,22208100.0,42.0
GEOM120a.col,120,1434,109,9720,125874,OPTIMAL,82,1.11613,116.32,117.436,119.01953,97482.0,7298.0,0.0,318.0,284000000.0,1903330.0,1932590.0,62235400.0,14007300.0,3489760.0,4.0,168404.0,0.0,676.0,174304.0,278.0,4047.0,1352420.0,8.0,281312.0,121.0,28.0,21.0,16670700.0,28.0
c55_2_d2.col,55,362,8,330,2502,OPTIMAL,7,0.00332674,0.00409319,0.00741993,45.90234,26.0,100.0,0.0,,8477.0,462.0,512.0,2366.0,12.0,740.0,,70.0,0.0,,98.0,,203.0,,,86.0,,,,287.0,
GEOM20.col,20,20,24,400,800,OPTIMAL,21,0.00198282,0.00191888,0.0039017,45.48047,,1.0,0.0,,3095.0,37.0,40.0,266.0,20.0,124.0,,5.0,0.0,,1.0,,169.0,,,13.0,,,,126.0,
