name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
GEOM100b.col,100,1050,121,7000,80500,OPTIMAL,71,1.48567,85.8448,87.3304,100.11719,96000.0,4858.0,0.0,384.0,265429000.0,1426330.0,1449590.0,49877600.0,11417100.0,2794780.0,19.0,118367.0,0.0,613.0,180239.0,742.0,5615.0,951677.0,13.0,210781.0,112.0,27.0,69.0,14468900.0,28.0
c21_7_d1.col,21,105,8,126,756,OPTIMAL,7,0.0010154,0.00198826,0.00300366,45.38672,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
GEOM100a.col,100,992,91,6500,70980,OPTIMAL,66,0.599331,144.099,144.699,114.14453,121701.0,5705.0,0.0,817.0,486981000.0,2243710.0,2278700.0,84471800.0,19704500.0,4077530.0,,143995.0,0.0,1057.0,209911.0,516.0,3440.0,1613700.0,11.0,318846.0,142.0,29.0,27.0,20742400.0,38.0
c21_2_d2.col,21,105,11,168,1008,OPTIMAL,9,0.00171151,0.00308795,0.00479947,45.40234,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
GEOM120.col,120,773,73,6960,51794,OPTIMAL,59,0.234466,1.65682,1.89128,69.55859,3732.0,315.0,0.0,26.0,7185100.0,58459.0,60003.0,1392810.0,309847.0,127214.0,6.0,5314.0,0.0,22.0,11118.0,286.0,2218.0,19105.0,3.0,11210.0,16.0,9.0,20.0,419747.0,1.0
GEOM60b.col,60,366,63,2400,17040,OPTIMAL,41,0.126235,0.677195,0.803431,59.5,1308.0,212.0,0.0,33.0,3717150.0,35591.0,36816.0,843791.0,198599.0,62648.0,11.0,2818.0,0.0,15.0,3850.0,226.0,1777.0,10130.0,2.0,7995.0,13.0,8.0,24.0,215214.0,
GEOM20b.col,20,32,16,240,624,OPTIMAL,13,0.0012236,0.00095121,0.00217481,45.29297,,1.0,0.0,,314.0,4.0,5.0,6.0,0.0,7.0,4.0,,0.0,,1.0,,126.0,,,3.0,,,,0.0,
GEOM30.col,30,50,33,810,2160,OPTIMAL,28,0.00484999,0.00313372,0.00798371,45.41797,6.0,4.0,0.0,,13045.0,175.0,193.0,1459.0,80.0,422.0,,25.0,0.0,,4.0,,282.0,,,60.0,,,,676.0,
c21_6_d1.col,21,105,11,168,1008,OPTIMAL,9,0.00197499,0.00403016,0.00600515,45.35547,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
c21_4_d2.col,21,105,11,168,1008,OPTIMAL,9,0.00197273,0.00347344,0.00544618,45.48828,,7.0,0.0,,8810.0,301.0,309.0,2600.0,74.0,347.0,1.0,104.0,0.0,,7.0,,124.0,,,34.0,,,,1011.0,
GEOM40.col,40,78,33,1080,3186,OPTIMAL,28,0.00692704,0.00377818,0.0107052,44.98828,13.0,4.0,0.0,,14524.0,150.0,153.0,1691.0,82.0,462.0,,30.0,0.0,,4.0,,373.0,,,39.0,,,,847.0,
c21_3_d1.col,21,105,8,126,756,OPTIMAL,7,0.00105493,0.00231364,0.00336857,45.42578,15.0,84.0,0.0,,4243.0,325.0,369.0,1549.0,16.0,494.0,1.0,45.0,0.0,,84.0,,93.0,,,67.0,,,,180.0,
GEOM60.col,60,185,36,1920,7840,OPTIMAL,33,0.0125267,0.00557936,0.018106,45.24219,14.0,2.0,0.0,,23157.0,258.0,278.0,3295.0,194.0,689.0,1.0,48.0,0.0,,2.0,,449.0,,,76.0,,,,1874.0,
