name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,reactivated,stabilizing,eliminated,shrunken,walked
GEOM100b.col,100,1050,121,24200,180450,OPTIMAL,71,0.0526665,63.7741,63.8268,117.96875,72403.0,4101.0,0.0,840.0,275810000.0,1317880.0,1341870.0,46707600.0,1050.0,10531900.0,2972160.0,849.0,109502.0,0.0,448.0,161431.0,187776.0,268406.0,851500.0,1671.0,207440.0,105.0,26.0,74.0,60178.0,13353100.0,9.0
c21_7_d1.col,21,105,8,336,1533,OPTIMAL,7,0.000582658,0.00276271,0.00334537,45.84375,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
GEOM100a.col,100,992,91,18200,129172,OPTIMAL,66,0.0392048,114.639,114.678,131.90234,127618.0,7370.0,0.0,2787.0,644973000.0,2911690.0,2958280.0,109613000.0,1023.0,25636600.0,5268440.0,,183571.0,0.0,1707.0,285219.0,153412.0,70764.0,2155510.0,1644.0,433061.0,167.0,25.0,83.0,49099.0,26068600.0,19.0
c21_2_d2.col,21,105,11,462,2121,OPTIMAL,9,0.000820861,0.00519318,0.00601404,45.86719,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
GEOM120.col,120,773,73,17520,93149,OPTIMAL,59,0.0272405,1.30217,1.32941,79.41016,4693.0,260.0,0.0,66.0,13653800.0,62102.0,64043.0,1409080.0,208.0,309321.0,195469.0,81.0,6042.0,0.0,35.0,6759.0,65761.0,30827.0,16707.0,13.0,12473.0,15.0,,7.0,21631.0,402747.0,
GEOM60b.col,60,366,63,7560,39498,OPTIMAL,41,0.0113784,0.683515,0.694894,62.0,2796.0,385.0,0.0,52.0,12570900.0,67683.0,70134.0,1649680.0,208.0,390522.0,155324.0,209.0,3915.0,0.0,32.0,6163.0,23144.0,34690.0,22466.0,,16822.0,17.0,3.0,15.0,7608.0,321263.0,
GEOM20b.col,20,32,16,640,1852,OPTIMAL,13,0.000746979,0.00126023,0.00200721,45.51562,,0.0,0.0,,985.0,3.0,4.0,4.0,,0.0,6.0,14.0,,0.0,,,,624.0,,,3.0,,,,,0.0,
GEOM30.col,30,50,33,1980,5760,OPTIMAL,28,0.00177634,0.00387315,0.00564949,45.82031,2.0,5.0,0.0,,69491.0,211.0,237.0,2589.0,,105.0,6503.0,,31.0,0.0,,5.0,,1664.0,,,61.0,,,,,959.0,
c21_6_d1.col,21,105,11,462,2121,OPTIMAL,9,0.000791748,0.00362458,0.00441633,45.45703,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
c21_4_d2.col,21,105,11,462,2121,OPTIMAL,9,0.00082387,0.00483017,0.00565404,46.01172,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
GEOM40.col,40,78,33,2640,8054,OPTIMAL,28,0.00337561,0.00701116,0.0103868,45.52344,4.0,7.0,0.0,,96799.0,269.0,301.0,3062.0,,275.0,8658.0,,22.0,0.0,,7.0,,2264.0,,,85.0,,,,,740.0,
c21_3_d1.col,21,105,8,336,1533,OPTIMAL,7,0.000634284,0.00363553,0.00426981,46.01172,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
GEOM60.col,60,185,36,4320,15480,OPTIMAL,33,0.00690225,0.00560075,0.012503,46.01172,4.0,6.0,0.0,,71818.0,362.0,384.0,3937.0,,288.0,2997.0,5.0,38.0,0.0,,6.0,,1761.0,,,135.0,,,,,886.0,
GEOM70b.col,70,488,76,10640,60398,OPTIMAL,47,0.015553,1.23758,1.25314,66.51172,3169.0,277.0,0.0,48.0,17736100.0,68481.0,71134.0,1814760.0,198.0,391703.0,303710.0,220.0,5352.0,0.0,30.0,6516.0,31011.0,67649.0,21446.0,8.0,17308.0,21.0,54.0,19.0,10145.0,430445.0,
c21_1_d1.col,21,105,8,336,1533,OPTIMAL,7,0.000617338,0.00315008,0.00376742,46.14062,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
GEOM120b.col,120,1491,123,29520,247233,OPTIMAL,83,0.0716062,2582.27,2582.35,295.72656,695289.0,41220.0,0.0,4581.0,3397640000.0,16217000.0,16423000.0,817839000.0,1531.0,187657000.0,28016000.0,237.0,1382870.0,0.0,8268.0,1125360.0,335117.0,206144.0,13305600.0,2760.0,2005850.0,361.0,34.0,145.0,108217.0,240497000.0,69.0
c21_5_d1.col,21,105,8,336,1533,OPTIMAL,7,0.0005899,0.0033716,0.0039615,45.95703,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
GEOM50.col,50,127,36,3600,12172,OPTIMAL,28,0.00324529,0.00510354,0.00834882,45.46875,2.0,5.0,0.0,,128852.0,283.0,325.0,3351.0,,144.0,10797.0,27.0,31.0,0.0,,5.0,,5194.0,,,91.0,,,,,994.0,
GEOM90.col,90,441,54,9720,43974,OPTIMAL,46,0.0133899,0.0849163,0.0983062,45.53516,83.0,65.0,0.0,,1003800.0,5447.0,5821.0,98250.0,,19353.0,23295.0,27.0,532.0,0.0,,65.0,,9685.0,432.0,,1415.0,2.0,,1.0,,21003.0,
GEOM80.col,80,349,54,8640,37166,OPTIMAL,41,0.0125207,0.0513737,0.0638944,46.08594,335.0,40.0,0.0,,1039760.0,5058.0,5349.0,70099.0,,9813.0,32943.0,84.0,362.0,0.0,,39.0,,18500.0,141.0,,1577.0,1.0,,1.0,,17136.0,
GEOM90a.col,90,789,80,14400,93450,OPTIMAL,63,0.0337023,5.67656,5.71026,97.44141,13756.0,1022.0,0.0,179.0,43869700.0,209929.0,215802.0,5017740.0,56.0,977781.0,571845.0,,20126.0,0.0,113.0,22470.0,70866.0,32276.0,96951.0,736.0,40954.0,31.0,,25.0,22689.0,1347560.0,2.0
c21_6_d2.col,21,105,11,462,2121,OPTIMAL,9,0.000523986,0.0345702,0.0350942,45.47266,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
GEOM90b.col,90,860,109,19620,136580,OPTIMAL,69,0.0409145,18.7915,18.8324,106.82812,39895.0,3061.0,0.0,516.0,150106000.0,769515.0,783192.0,25026900.0,768.0,6043510.0,1823820.0,497.0,63980.0,0.0,339.0,71585.0,120610.0,157992.0,478988.0,1119.0,121849.0,80.0,20.0,52.0,38434.0,6782540.0,6.0
c55_1_d1.col,55,362,8,880,4711,OPTIMAL,7,0.00168134,0.00626792,0.00794925,45.60156,6.0,67.0,0.0,,69467.0,891.0,934.0,9297.0,,234.0,1258.0,,111.0,0.0,,67.0,,557.0,,,174.0,,,,,1485.0,
GEOM50a.col,50,238,61,6100,27268,OPTIMAL,50,0.0112207,0.262286,0.273507,59.17578,1409.0,129.0,0.0,1.0,4306520.0,18641.0,19241.0,330774.0,26.0,57716.0,55790.0,46.0,1778.0,0.0,8.0,1340.0,15112.0,8676.0,2095.0,,4337.0,6.0,13.0,4.0,5004.0,91836.0,
GEOM20a.col,20,37,24,960,2888,OPTIMAL,20,0.00113314,0.00183878,0.00297192,45.03906,4.0,2.0,0.0,,10777.0,101.0,109.0,931.0,,39.0,200.0,18.0,12.0,0.0,,2.0,,947.0,,,36.0,,,,,466.0,
GEOM100.col,100,547,64,12800,62008,OPTIMAL,50,0.0163139,0.321626,0.33794,67.78906,1497.0,99.0,0.0,6.0,5883220.0,24278.0,25136.0,416352.0,47.0,78718.0,72766.0,91.0,1834.0,0.0,8.0,1124.0,30518.0,25759.0,2244.0,,6032.0,8.0,,6.0,10016.0,101907.0,
