name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,weakened,subsumed,minimized,strengthened,vivified,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
GEOM40.col,40,78,33,3989,15795,OPTIMAL,28,0.0296934,0.00720778,0.0369011,45.42578,,2.0,0.0,,41174.0,147.0,149.0,848.0,32.0,676.0,2.0,,33.0,0.0,2.0,,771.0,,,43.0,,,,280.0,
c21_3_d1.col,21,105,8,231,948,OPTIMAL,7,0.00149622,0.0330206,0.0345168,45.42969,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM60.col,60,185,36,8488,38704,OPTIMAL,33,0.0489989,0.0131793,0.0621782,44.75391,,3.0,0.0,,97345.0,283.0,288.0,2336.0,56.0,1053.0,,,60.0,0.0,3.0,,871.0,,,101.0,,,,635.0,
GEOM70b.col,70,488,76,23752,128966,OPTIMAL,47,1.09481,3.35703,4.45184,91.70312,3102.0,1488.0,0.0,51007.0,35218500.0,85602.0,87914.0,1663860.0,166235.0,129960.0,6.0,131743.0,40649.0,0.0,83260.0,702.0,12645.0,29248.0,,16012.0,18.0,8.0,40869.0,386444.0,2.0
c21_1_d1.col,21,105,8,231,948,OPTIMAL,7,0.00167238,0.0032002,0.00487259,45.88672,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM120b.col,120,1491,123,105880,659616,SATISFIABLE,83,7.55541,3592.47,3600.03,333.79688,1593160.0,463350.0,0.0,3288420.0,15090100000.0,58762800.0,59643400.0,2300420000.0,211690000.0,68419000.0,2.0,2409070.0,19935700.0,0.0,2715450.0,74382.0,44429.0,38476200.0,586.0,6377830.0,512.0,34.0,778934.0,646933000.0,158.0
c21_5_d1.col,21,105,8,231,948,OPTIMAL,7,0.00170179,0.0033084,0.00501019,45.52734,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM50.col,50,127,36,5641,23761,OPTIMAL,28,0.0617014,0.012416,0.0741174,45.52734,,4.0,0.0,,84660.0,261.0,274.0,1814.0,49.0,1104.0,3.0,,44.0,0.0,4.0,,1095.0,,,74.0,,,,368.0,
GEOM90.col,90,441,54,24358,122923,OPTIMAL,46,0.288102,0.217312,0.505415,80.60156,135.0,76.0,0.0,,2445110.0,5360.0,5482.0,66189.0,4136.0,10132.0,1.0,,968.0,0.0,76.0,,3399.0,371.0,,946.0,2.0,1.0,,15808.0,
GEOM80.col,80,349,54,16930,85055,OPTIMAL,41,0.321292,0.0880608,0.409353,71.37109,31.0,13.0,0.0,,830034.0,1598.0,1631.0,18589.0,1078.0,4592.0,5.0,,359.0,0.0,13.0,,4012.0,,,333.0,,,,4632.0,
GEOM90a.col,90,789,80,46412,272533,OPTIMAL,63,1.23504,12.0347,13.2698,131.08203,5977.0,2819.0,0.0,208026.0,96586400.0,277278.0,281957.0,6193050.0,624749.0,362890.0,2.0,507000.0,166059.0,0.0,285802.0,784.0,8186.0,131691.0,224.0,34696.0,34.0,10.0,162166.0,1619970.0,7.0
c21_6_d2.col,21,105,11,555,2878,OPTIMAL,9,0.00383789,0.0027465,0.00658439,45.47656,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
GEOM90b.col,90,860,109,54272,323685,OPTIMAL,69,3.85387,69.6131,73.467,168.21875,43595.0,14309.0,0.0,762186.0,515021000.0,1925940.0,1951050.0,50823900.0,4969040.0,2254140.0,3.0,1073150.0,803690.0,0.0,645506.0,4041.0,32353.0,1073020.0,171.0,195071.0,117.0,23.0,345623.0,14316900.0,30.0
c55_1_d1.col,55,362,8,605,3000,OPTIMAL,7,0.00471771,0.00573522,0.0104529,45.47656,52.0,5.0,0.0,,38896.0,962.0,980.0,11832.0,74.0,1316.0,,,590.0,0.0,5.0,,121.0,,,214.0,,,,6184.0,
GEOM50a.col,50,238,61,13138,69270,OPTIMAL,50,0.216953,0.724544,0.941497,73.91797,356.0,555.0,0.0,12272.0,8086730.0,20704.0,21237.0,298151.0,19504.0,27756.0,4.0,66000.0,13139.0,0.0,26971.0,5.0,2574.0,3587.0,,3278.0,7.0,4.0,20337.0,74751.0,
GEOM20a.col,20,37,24,1369,5122,OPTIMAL,20,0.0082298,0.00213774,0.0103675,46.03125,,4.0,0.0,,9904.0,41.0,45.0,198.0,5.0,116.0,4.0,,5.0,0.0,4.0,,744.0,,,21.0,,,,24.0,
GEOM100.col,100,547,64,29634,158082,OPTIMAL,50,0.625971,0.843324,1.4693,99.13672,536.0,350.0,0.0,8005.0,8181330.0,18602.0,19065.0,272966.0,19020.0,32616.0,7.0,73012.0,13341.0,0.0,26255.0,,4431.0,2478.0,,3500.0,6.0,3.0,23059.0,76027.0,
GEOM110.col,110,638,64,33760,182339,OPTIMAL,50,0.725488,1.0628,1.78829,105.45703,704.0,411.0,0.0,7848.0,10648200.0,22373.0,22969.0,342729.0,26672.0,42913.0,7.0,83427.0,14677.0,0.0,30853.0,1.0,4513.0,3288.0,,4295.0,8.0,4.0,26476.0,81837.0,
c21_5_d2.col,21,105,8,231,948,OPTIMAL,7,0.00168452,0.00306465,0.00474917,46.03125,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
c21_8_d2.col,21,105,11,555,2878,OPTIMAL,9,0.0038617,0.00283697,0.00669867,45.96875,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
c21_7_d2.col,21,105,8,231,948,OPTIMAL,7,0.00109581,0.0021262,0.00322202,45.54297,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM70a.col,70,459,72,27650,156911,OPTIMAL,61,0.468512,3.64887,4.11738,99.36719,2251.0,1999.0,0.0,79393.0,33169600.0,109298.0,111489.0,2095390.0,171005.0,137479.0,1.0,147773.0,63266.0,0.0,109428.0,687.0,3984.0,36992.0,,14072.0,20.0,7.0,46819.0,549854.0,4.0
c21_4_d1.col,21,105,11,555,2878,OPTIMAL,9,0.00290076,0.00198025,0.00488101,45.54688,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
GEOM110b.col,110,1256,121,84304,518883,OPTIMAL,77,6.75559,797.309,804.064,235.67188,399682.0,99111.0,0.0,1413170.0,4218020000.0,15435800.0,15655800.0,529529000.0,52927800.0,17662500.0,7.0,1447470.0,5603990.0,0.0,1328030.0,38075.0,43507.0,9236350.0,373.0,1582280.0,265.0,25.0,467494.0,158092000.0,80.0
GEOM80a.col,80,612,79,36870,213462,OPTIMAL,63,0.924386,5.79222,6.71661,117.80859,4858.0,1410.0,0.0,118953.0,51959500.0,160173.0,162812.0,3288010.0,277850.0,204336.0,1.0,197596.0,93224.0,0.0,110348.0,294.0,6247.0,59430.0,87.0,19523.0,22.0,7.0,63667.0,1127680.0,4.0
GEOM30a.col,30,81,32,3202,13902,OPTIMAL,27,0.0234628,0.00671969,0.0301825,45.48438,,3.0,0.0,,44374.0,135.0,140.0,1117.0,59.0,378.0,4.0,,11.0,0.0,3.0,,715.0,,,52.0,,,,85.0,
GEOM80b.col,80,663,98,38354,220526,OPTIMAL,60,2.47586,7.83641,10.3123,120.25781,5362.0,2455.0,0.0,174375.0,73102800.0,176447.0,180021.0,3365110.0,231891.0,234651.0,3.0,312888.0,118887.0,0.0,188806.0,316.0,23893.0,60805.0,123.0,26121.0,30.0,10.0,100828.0,1029190.0,4.0
GEOM50b.col,50,249,54,10258,51219,OPTIMAL,35,0.289352,0.170885,0.460237,65.69922,63.0,53.0,0.0,,2009550.0,3581.0,3726.0,50798.0,4771.0,7524.0,2.0,,407.0,0.0,53.0,,5973.0,171.0,,1032.0,1.0,1.0,,9653.0,
GEOM60a.col,60,339,61,17506,95590,OPTIMAL,50,0.293671,0.935756,1.22943,81.19141,398.0,535.0,0.0,19835.0,9626320.0,22967.0,23573.0,351504.0,25694.0,31148.0,2.0,88879.0,16942.0,0.0,34255.0,2.0,3234.0,4622.0,,3823.0,8.0,4.0,27789.0,84843.0,
GEOM70.col,70,267,44,13054,62350,OPTIMAL,38,0.124742,0.0559205,0.180663,64.75391,78.0,30.0,0.0,,513777.0,1542.0,1582.0,14584.0,522.0,3901.0,,,475.0,0.0,30.0,,2010.0,9.0,,345.0,1.0,1.0,,4769.0,
GEOM30b.col,30,81,27,3326,14109,OPTIMAL,26,0.0118371,0.00337989,0.015217,45.85156,,2.0,0.0,,10374.0,31.0,34.0,101.0,0.0,161.0,,,,0.0,2.0,,467.0,,,16.0,,,,13.0,
c21_3_d2.col,21,105,8,231,948,OPTIMAL,7,0.00154065,0.00243101,0.00397166,45.91406,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
c21_8_d1.col,21,105,11,555,2878,OPTIMAL,9,0.00293225,0.00235542,0.00528767,45.55078,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
c21_1_d2.col,21,105,8,231,948,OPTIMAL,7,0.00107885,0.00230244,0.00338128,45.91406,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM40a.col,40,146,50,7076,33522,OPTIMAL,37,0.125972,0.0306828,0.156655,59.89453,20.0,27.0,0.0,,288691.0,942.0,971.0,7729.0,377.0,1647.0,10.0,,224.0,0.0,27.0,,2653.0,,,212.0,,,,2166.0,
GEOM40b.col,40,157,40,6660,31658,OPTIMAL,33,0.0687039,0.0368603,0.105564,59.98828,16.0,31.0,0.0,,422654.0,999.0,1044.0,8261.0,356.0,2942.0,,,148.0,0.0,31.0,,2242.0,,,310.0,,,,1842.0,
c21_2_d1.col,21,105,11,555,2878,OPTIMAL,9,0.00350778,0.00253638,0.00604415,45.49219,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
GEOM110a.col,110,1207,109,70730,439892,OPTIMAL,69,5.19272,240.005,245.198,190.05859,184651.0,33494.0,0.0,1736000.0,1443870000.0,5674690.0,5775540.0,184424000.0,19379700.0,7991750.0,13.0,1640710.0,1773980.0,0.0,1281000.0,11991.0,25895.0,3582410.0,166.0,772833.0,199.0,30.0,527548.0,51721700.0,56.0
GEOM120a.col,120,1434,109,101264,630516,OPTIMAL,82,4.62418,957.062,961.686,285.36328,752860.0,188076.0,0.0,1775510.0,4487130000.0,25837600.0,26229800.0,795903000.0,59329400.0,29917200.0,5.0,1664920.0,10330200.0,0.0,1616490.0,39280.0,21049.0,14857700.0,381.0,3033880.0,315.0,26.0,535577.0,265963000.0,95.0
c55_2_d2.col,55,362,8,605,3000,OPTIMAL,7,0.00516256,0.00708301,0.0122456,45.49219,52.0,5.0,0.0,,38896.0,962.0,980.0,11832.0,74.0,1316.0,,,590.0,0.0,5.0,,121.0,,,214.0,,,,6184.0,
GEOM20.col,20,20,24,1152,3743,OPTIMAL,21,0.00481769,0.00179208,0.00660978,45.55469,,0.0,0.0,,5219.0,17.0,18.0,53.0,4.0,238.0,2.0,,,0.0,,,307.0,,,10.0,,,,17.0,
