name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
GEOM70a.col,70,459,72,10786,88916,OPTIMAL,61,0.422012,1.98417,2.40619,79.21875,1278.0,1375.0,0.0,52703.0,16262800.0,61949.0,63419.0,1167810.0,95994.0,83535.0,1.0,25414.0,0.0,40.0,31377.0,23623.0,1697.0,18924.0,7.0,8780.0,12.0,5.0,6445.0,285902.0,2.0
c21_4_d1.col,21,105,11,315,1918,OPTIMAL,9,0.00424164,0.00307181,0.00731345,45.48438,1.0,8.0,0.0,,13906.0,204.0,213.0,1347.0,62.0,284.0,2.0,65.0,0.0,,8.0,,209.0,,,25.0,,,,453.0,
GEOM110b.col,110,1256,121,21991,268871,OPTIMAL,77,5.90117,674.887,680.788,196.73828,355874.0,75371.0,0.0,1948220.0,3364510000.0,12232500.0,12414300.0,426076000.0,43085700.0,14138400.0,7.0,4560230.0,0.0,32398.0,883086.0,239877.0,6587.0,7101210.0,46.0,1315490.0,230.0,26.0,65866.0,133249000.0,68.0
GEOM80a.col,80,612,79,12652,115950,OPTIMAL,63,0.822944,5.14625,5.96919,87.97266,3605.0,1679.0,0.0,105321.0,36943200.0,145275.0,148196.0,3109470.0,233992.0,188705.0,1.0,68645.0,0.0,71.0,69506.0,54193.0,2514.0,50681.0,12.0,18475.0,18.0,6.0,15075.0,1108190.0,4.0
GEOM30a.col,30,81,32,1792,8312,OPTIMAL,27,0.0242369,0.00808177,0.0323187,46.16016,,6.0,0.0,,70599.0,386.0,401.0,4317.0,307.0,751.0,4.0,50.0,0.0,,6.0,,647.0,,,85.0,,,,677.0,
GEOM80b.col,80,663,98,12166,115071,OPTIMAL,60,2.18455,6.33903,8.52357,92.87891,5214.0,2212.0,0.0,133587.0,44824700.0,161009.0,164452.0,3223620.0,239908.0,213147.0,15.0,78032.0,0.0,66.0,125018.0,78511.0,4339.0,54733.0,21.0,23659.0,26.0,9.0,22020.0,1007000.0,4.0
GEOM50b.col,50,249,54,4103,26511,OPTIMAL,35,0.246708,0.0703116,0.317019,60.10938,20.0,36.0,0.0,,635180.0,2393.0,2493.0,37540.0,3719.0,7214.0,5.0,245.0,0.0,,36.0,,1170.0,45.0,,768.0,1.0,1.0,,4416.0,
GEOM60a.col,60,339,61,7521,54943,OPTIMAL,50,0.270048,0.540745,0.810793,69.0625,245.0,435.0,0.0,9.0,4641210.0,15309.0,15770.0,239212.0,14755.0,24981.0,2.0,6407.0,0.0,13.0,12076.0,17103.0,1155.0,1512.0,6.0,2422.0,4.0,2.0,4536.0,50209.0,
GEOM70.col,70,267,44,6537,36451,OPTIMAL,38,0.104052,0.0375116,0.141563,59.54688,31.0,29.0,0.0,,334146.0,1741.0,1791.0,20342.0,1101.0,6466.0,,414.0,0.0,,28.0,,838.0,16.0,,429.0,1.0,1.0,,4630.0,
GEOM30b.col,30,81,27,1726,7792,OPTIMAL,26,0.0103413,0.00207078,0.0124121,45.54688,,3.0,0.0,,6772.0,27.0,30.0,160.0,0.0,317.0,,3.0,0.0,,3.0,,203.0,,,11.0,,,,41.0,
