name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,eliminated,chronological,rephased,reactivated,stabilizing,shrunken,walked
GEOM30b.col,30,81,27,1620,5458,OPTIMAL,26,0.00201028,0.00138764,0.00339792,44.77734,,4.0,0.0,,3790.0,35.0,37.0,181.0,,0.0,38.0,5.0,6.0,0.0,,4.0,,521.0,,,,4.0,,,,33.0,
c21_3_d2.col,21,105,8,336,1534,OPTIMAL,7,0.000574449,0.00231258,0.00288703,45.95312,2.0,48.0,0.0,,8831.0,260.0,286.0,1139.0,,5.0,323.0,5.0,47.0,0.0,,47.0,,279.0,,,,46.0,,,,186.0,
c21_8_d1.col,21,105,11,462,2122,OPTIMAL,9,0.000808719,0.00217474,0.00298346,46.01562,,7.0,0.0,,12750.0,189.0,197.0,1264.0,,32.0,220.0,7.0,38.0,0.0,,7.0,,468.0,,,,35.0,,,,433.0,
c21_1_d2.col,21,105,8,336,1534,OPTIMAL,7,0.00057625,0.00190732,0.00248357,46.01562,2.0,48.0,0.0,,8831.0,260.0,286.0,1139.0,,5.0,323.0,5.0,47.0,0.0,,47.0,,279.0,,,,46.0,,,,186.0,
GEOM40a.col,40,146,50,4000,15821,OPTIMAL,37,0.00455882,0.0206712,0.0252301,45.95312,69.0,11.0,0.0,,415223.0,1786.0,1956.0,24915.0,,2620.0,6428.0,65.0,201.0,0.0,,11.0,,10020.0,18.0,,,485.0,,,,6412.0,
GEOM40b.col,40,157,40,3200,12961,OPTIMAL,33,0.00512748,0.0131523,0.0182798,45.52734,27.0,12.0,0.0,,193863.0,1138.0,1224.0,16068.0,,2147.0,2560.0,29.0,110.0,0.0,,12.0,,3949.0,,,,353.0,,,,4084.0,
c21_2_d1.col,21,105,11,462,2122,OPTIMAL,9,0.000819625,0.00206084,0.00288047,45.53125,,7.0,0.0,,12750.0,189.0,197.0,1264.0,,32.0,220.0,7.0,38.0,0.0,,7.0,,468.0,,,,35.0,,,,433.0,
GEOM110a.col,110,1207,109,23980,183924,OPTIMAL,69,0.0508325,200.423,200.473,158.39453,299267.0,14898.0,0.0,4446.0,1137970000.0,5445000.0,5543220.0,206781000.0,3523.0,46140300.0,10733200.0,525.0,358286.0,0.0,2578.0,550312.0,260714.0,193214.0,4108700.0,2558.0,83562.0,905230.0,232.0,1185.0,155.0,47664200.0,32.0
GEOM120a.col,120,1434,109,26160,211867,OPTIMAL,82,0.0575598,133.182,133.24,133.73047,107543.0,6867.0,0.0,714.0,385963000.0,2233960.0,2270560.0,71697900.0,1680.0,15220400.0,4514800.0,110.0,226294.0,0.0,582.0,209148.0,325747.0,99605.0,1545330.0,2477.0,105269.0,346469.0,147.0,1107.0,105.0,20407200.0,16.0
c55_2_d2.col,55,362,8,880,4712,OPTIMAL,7,0.00167797,0.00515087,0.00682884,45.53125,2.0,101.0,0.0,,34587.0,756.0,809.0,5029.0,,96.0,989.0,,73.0,0.0,,100.0,,565.0,,,,140.0,,,,417.0,
GEOM20.col,20,20,24,960,2461,OPTIMAL,21,0.000995982,0.00122064,0.00221662,45.53125,,4.0,0.0,,3845.0,23.0,27.0,106.0,,0.0,63.0,12.0,1.0,0.0,,4.0,,728.0,,,,8.0,,,,48.0,
