name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,reactivated,stabilizing,eliminated,shrunken,walked
c21_7_d2.col,21,105,8,336,1533,OPTIMAL,7,0.000586721,0.00346307,0.0040498,45.48438,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
GEOM70a.col,70,459,72,10080,53978,OPTIMAL,61,0.0201299,1.7758,1.79593,67.39844,6699.0,612.0,0.0,13.0,17207100.0,112030.0,114830.0,2483860.0,164.0,477414.0,258396.0,,10512.0,0.0,49.0,17679.0,26101.0,12281.0,52758.0,,21582.0,20.0,,8.0,8565.0,670888.0,4.0
c21_4_d1.col,21,105,11,462,2121,OPTIMAL,9,0.000816852,0.00492037,0.00573722,45.55078,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
GEOM110b.col,110,1256,121,26620,210056,OPTIMAL,77,0.055763,242.767,242.823,146.78906,152951.0,8352.0,0.0,1141.0,697724000.0,3330830.0,3378480.0,140877000.0,5834.0,34476200.0,6346430.0,552.0,343818.0,0.0,1104.0,334613.0,192126.0,233187.0,2460510.0,1601.0,430953.0,148.0,48.0,74.0,61714.0,42883400.0,22.0
GEOM80a.col,80,612,79,12640,74908,OPTIMAL,63,0.020209,4.45758,4.47779,94.42969,10544.0,619.0,0.0,104.0,34115300.0,152867.0,156547.0,3693660.0,1116.0,766940.0,406729.0,30.0,14158.0,0.0,62.0,16052.0,63659.0,26286.0,70990.0,653.0,28253.0,25.0,260.0,14.0,20204.0,1005160.0,2.0
GEOM30a.col,30,81,32,1920,6582,OPTIMAL,27,0.00249172,0.00472845,0.00722016,45.61328,,12.0,0.0,,43401.0,230.0,257.0,2822.0,,332.0,1438.0,16.0,38.0,0.0,,12.0,,1634.0,,,86.0,,,,,543.0,
GEOM80b.col,80,663,98,15680,99374,OPTIMAL,60,0.0368597,2.98652,3.02338,95.07812,5631.0,529.0,0.0,52.0,34238300.0,130177.0,133340.0,3294570.0,1062.0,783163.0,455701.0,567.0,9496.0,0.0,62.0,11698.0,60317.0,128093.0,51055.0,645.0,25892.0,32.0,412.0,27.0,19241.0,810546.0,1.0
GEOM50b.col,50,249,54,5400,25196,OPTIMAL,35,0.00703961,0.0729864,0.0800261,45.98047,71.0,41.0,0.0,,1007800.0,5150.0,5482.0,102308.0,,14574.0,20341.0,174.0,350.0,0.0,,41.0,,22542.0,454.0,,1464.0,1.0,,1.0,,15471.0,
GEOM60a.col,60,339,61,7320,35979,OPTIMAL,50,0.0119373,0.265172,0.277109,61.08594,914.0,89.0,0.0,3.0,3623880.0,16205.0,16757.0,266740.0,,45595.0,57292.0,36.0,1623.0,0.0,4.0,555.0,9062.0,10395.0,2019.0,,3786.0,6.0,,5.0,2956.0,71037.0,
GEOM70.col,70,267,44,6160,24488,OPTIMAL,38,0.00694316,0.0265639,0.0335071,45.49219,95.0,18.0,0.0,,324368.0,1748.0,1908.0,26362.0,,2562.0,10038.0,21.0,180.0,0.0,,18.0,,4753.0,4.0,,629.0,1.0,,1.0,,8418.0,
GEOM30b.col,30,81,27,1620,5457,OPTIMAL,26,0.00225102,0.00211283,0.00436385,45.55469,,5.0,0.0,,4065.0,36.0,45.0,239.0,,1.0,46.0,5.0,6.0,0.0,,5.0,,486.0,,,7.0,,,,,40.0,
c21_3_d2.col,21,105,8,336,1533,OPTIMAL,7,0.000585527,0.00346864,0.00405417,45.49219,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
c21_8_d1.col,21,105,11,462,2121,OPTIMAL,9,0.000541453,0.00323992,0.00378137,45.55469,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
c21_1_d2.col,21,105,8,336,1533,OPTIMAL,7,0.000581983,0.00355909,0.00414108,45.49219,2.0,56.0,0.0,,15439.0,419.0,445.0,2145.0,,60.0,513.0,3.0,104.0,0.0,,56.0,,278.0,,,80.0,,,,,383.0,
GEOM40a.col,40,146,50,4000,15820,OPTIMAL,37,0.00622495,0.0279128,0.0341378,45.55859,281.0,22.0,0.0,,682239.0,3224.0,3478.0,53658.0,,8781.0,22391.0,65.0,329.0,0.0,,22.0,,9398.0,11.0,,930.0,,,,,15434.0,
GEOM40b.col,40,157,40,3200,12960,OPTIMAL,33,0.00519283,0.0208981,0.026091,45.92188,17.0,14.0,0.0,,260512.0,1698.0,1823.0,22071.0,,2618.0,5068.0,29.0,253.0,0.0,,11.0,,3371.0,12.0,,445.0,,,,,4982.0,
c21_2_d1.col,21,105,11,462,2121,OPTIMAL,9,0.000810235,0.00511061,0.00592085,45.55859,,12.0,0.0,,28398.0,421.0,446.0,4050.0,,189.0,572.0,4.0,59.0,0.0,,12.0,,513.0,,,102.0,,,,,484.0,
GEOM110a.col,110,1207,109,23980,183923,OPTIMAL,69,0.0530834,183.007,183.061,170.70312,284540.0,13602.0,0.0,5654.0,1114580000.0,5378430.0,5478730.0,202509000.0,17508.0,44230800.0,10801900.0,525.0,336784.0,0.0,2772.0,505350.0,288520.0,194398.0,4010550.0,2537.0,921661.0,247.0,206.0,155.0,92233.0,47904400.0,38.0
GEOM120a.col,120,1434,109,26160,211866,OPTIMAL,82,0.0650444,159.421,159.486,137.87891,106657.0,6336.0,0.0,507.0,345084000.0,1983480.0,2016270.0,66832200.0,9741.0,13891900.0,4066040.0,110.0,221642.0,0.0,554.0,187271.0,258224.0,101422.0,1382570.0,2257.0,288621.0,106.0,1649.0,68.0,83554.0,20655800.0,14.0
c55_2_d2.col,55,362,8,880,4711,OPTIMAL,7,0.00166218,0.00788753,0.00954972,45.74609,6.0,67.0,0.0,,69467.0,891.0,934.0,9297.0,,234.0,1258.0,,111.0,0.0,,67.0,,557.0,,,174.0,,,,,1485.0,
GEOM20.col,20,20,24,960,2460,OPTIMAL,21,0.000984301,0.00241834,0.00340264,45.86328,,1.0,0.0,,17003.0,63.0,75.0,372.0,,0.0,1955.0,,9.0,0.0,,1.0,,655.0,,,20.0,,,,,164.0,
