name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,minishrunken,decisions,lucky,weakened,subsumed,minimized,strengthened,vivified,fixed,reduced,substituted,chronological,rephased,stabilizing,eliminated,shrunken,walked
c21_3_d1.col,21,105,8,231,948,OPTIMAL,7,0.00173667,0.00357913,0.0053158,45.48438,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM60.col,60,185,36,8020,36869,OPTIMAL,33,0.043665,0.0117394,0.0554044,45.48438,,3.0,0.0,,79871.0,230.0,234.0,1675.0,36.0,774.0,,,60.0,0.0,3.0,,871.0,,,71.0,,,,476.0,
GEOM70b.col,70,488,76,23398,127304,OPTIMAL,47,1.11524,4.06753,5.18277,89.91797,3075.0,1514.0,0.0,69206.0,39499800.0,99808.0,102577.0,1933220.0,206401.0,150778.0,7.0,191738.0,51049.0,0.0,107920.0,526.0,12329.0,32567.0,,19754.0,20.0,8.0,59991.0,430748.0,3.0
c21_1_d1.col,21,105,8,231,948,OPTIMAL,7,0.00136034,0.00242016,0.0037805,45.91406,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM120b.col,120,1491,123,104988,655226,OPTIMAL,83,7.72358,946.715,954.438,273.72656,423582.0,150752.0,0.0,1831550.0,4436060000.0,14689700.0,14968900.0,447678000.0,48152400.0,19528800.0,2.0,2695220.0,4700140.0,0.0,2193380.0,39363.0,45585.0,9806570.0,586.0,1979710.0,301.0,35.0,872618.0,115602000.0,88.0
c21_5_d1.col,21,105,8,231,948,OPTIMAL,7,0.00143502,0.00237212,0.00380713,45.80078,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM50.col,50,127,36,5007,21612,OPTIMAL,28,0.0578507,0.0106758,0.0685265,45.4375,,5.0,0.0,,74546.0,181.0,188.0,1174.0,36.0,1002.0,3.0,,28.0,0.0,5.0,,1029.0,,,59.0,,,,384.0,
GEOM90.col,90,441,54,23189,118323,OPTIMAL,46,0.291326,0.205331,0.496657,79.58984,123.0,63.0,0.0,,2319540.0,5351.0,5455.0,67439.0,4706.0,9542.0,1.0,,991.0,0.0,62.0,,3121.0,338.0,,952.0,2.0,1.0,,17789.0,
GEOM80.col,80,349,54,16195,81955,OPTIMAL,41,0.323662,0.0836802,0.407342,70.78906,38.0,10.0,0.0,,726526.0,1336.0,1373.0,15714.0,661.0,4102.0,4.0,,341.0,0.0,9.0,,3739.0,,,342.0,,,,4470.0,
GEOM90a.col,90,789,80,45688,268840,OPTIMAL,63,1.27505,10.9056,12.1807,133.91797,6627.0,2616.0,0.0,122615.0,87976800.0,228169.0,232190.0,5226370.0,510410.0,302727.0,2.0,497575.0,152020.0,0.0,266990.0,539.0,8103.0,107041.0,222.0,28304.0,29.0,10.0,159125.0,1465740.0,5.0
c21_6_d2.col,21,105,11,555,2878,OPTIMAL,9,0.00343272,0.00250251,0.00593523,45.99609,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
GEOM90b.col,90,860,109,53595,320172,OPTIMAL,69,3.89876,66.0377,69.9365,160.35156,42780.0,10678.0,0.0,716549.0,462758000.0,1753990.0,1778680.0,46833200.0,4373000.0,2087800.0,3.0,910576.0,728409.0,0.0,655757.0,3688.0,31965.0,1007920.0,163.0,194850.0,112.0,22.0,292887.0,14567800.0,29.0
c55_1_d1.col,55,362,8,605,3000,OPTIMAL,7,0.00347709,0.00483371,0.00831079,45.99609,52.0,5.0,0.0,,38896.0,962.0,980.0,11832.0,74.0,1316.0,,,590.0,0.0,5.0,,121.0,,,214.0,,,,6184.0,
GEOM50a.col,50,238,61,12886,67825,OPTIMAL,50,0.217867,0.582747,0.800614,72.90234,359.0,517.0,0.0,6235.0,6508980.0,20035.0,20553.0,297871.0,20203.0,26493.0,4.0,32165.0,8397.0,0.0,15002.0,,2272.0,3725.0,,3187.0,7.0,4.0,9848.0,71511.0,
GEOM20a.col,20,37,24,1213,4680,OPTIMAL,20,0.00722878,0.00241698,0.00964577,45.9375,,4.0,0.0,,11228.0,51.0,56.0,220.0,1.0,124.0,4.0,,9.0,0.0,4.0,,797.0,,,15.0,,,,55.0,
GEOM100.col,100,547,64,28830,154224,OPTIMAL,50,0.628571,0.778913,1.40748,98.50391,409.0,412.0,0.0,8997.0,7092990.0,16117.0,16579.0,234374.0,17082.0,28099.0,7.0,71064.0,11629.0,0.0,29198.0,2.0,4352.0,2341.0,,2891.0,5.0,3.0,22449.0,56620.0,
GEOM110.col,110,638,64,32892,178251,OPTIMAL,50,0.736921,1.0999,1.83682,104.57031,398.0,411.0,0.0,10397.0,9806040.0,21847.0,22388.0,335136.0,25517.0,38308.0,7.0,81441.0,14940.0,0.0,34531.0,1.0,4644.0,3331.0,,4277.0,7.0,4.0,25839.0,79263.0,
c21_5_d2.col,21,105,8,231,948,OPTIMAL,7,0.00136718,0.0027461,0.00411328,45.9375,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
c21_8_d2.col,21,105,11,555,2878,OPTIMAL,9,0.00338379,0.00251519,0.00589898,45.44922,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
c21_7_d2.col,21,105,8,231,948,OPTIMAL,7,0.00154597,0.00245972,0.00400569,45.51172,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM70a.col,70,459,72,27045,153952,OPTIMAL,61,0.476221,2.33787,2.81409,96.35938,1009.0,1265.0,0.0,50364.0,22365000.0,64975.0,66329.0,1212290.0,102580.0,80226.0,1.0,71185.0,34998.0,0.0,50362.0,125.0,3981.0,20027.0,33.0,8759.0,12.0,5.0,22488.0,283048.0,2.0
c21_4_d1.col,21,105,11,555,2878,OPTIMAL,9,0.00450209,0.00348901,0.0079911,45.94141,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
GEOM110b.col,110,1256,121,83691,515671,OPTIMAL,77,6.90012,945.029,951.929,239.19141,600066.0,103252.0,0.0,1531800.0,5042920000.0,18413500.0,18694200.0,641478000.0,58558400.0,21334700.0,7.0,1436040.0,7196340.0,0.0,1374180.0,53353.0,43721.0,10865500.0,372.0,2000380.0,296.0,24.0,463771.0,218131000.0,91.0
GEOM80a.col,80,612,79,35771,208426,OPTIMAL,63,0.953927,7.44397,8.3979,115.27344,4912.0,1917.0,0.0,130909.0,64288100.0,181911.0,185274.0,3706860.0,330299.0,236931.0,1.0,288957.0,110254.0,0.0,158602.0,333.0,6225.0,66862.0,130.0,24586.0,27.0,9.0,92275.0,1180580.0,4.0
GEOM30a.col,30,81,32,3031,13268,OPTIMAL,27,0.0238705,0.00646865,0.0303392,46.01953,,7.0,0.0,,44893.0,132.0,142.0,1135.0,74.0,340.0,4.0,,4.0,0.0,7.0,,888.0,,,47.0,,,,122.0,
GEOM80b.col,80,663,98,37786,217551,OPTIMAL,60,2.51879,7.39748,9.91627,118.90234,6116.0,1616.0,0.0,127147.0,70148200.0,173151.0,176225.0,3512910.0,263882.0,230859.0,5.0,203364.0,99130.0,0.0,120648.0,309.0,24037.0,61538.0,141.0,24177.0,28.0,9.0,65231.0,1154350.0,5.0
GEOM50b.col,50,249,54,9898,49691,OPTIMAL,35,0.288557,0.154122,0.442679,65.37109,41.0,35.0,0.0,,1381320.0,2332.0,2411.0,30276.0,1776.0,5076.0,4.0,,317.0,0.0,35.0,,8708.0,31.0,,650.0,1.0,1.0,,6705.0,
GEOM60a.col,60,339,61,17126,93363,OPTIMAL,50,0.298623,0.92513,1.22375,79.90625,471.0,508.0,0.0,16571.0,9244450.0,23639.0,24239.0,358809.0,24744.0,33043.0,2.0,85987.0,17943.0,0.0,37130.0,1.0,3068.0,4301.0,,3890.0,7.0,3.0,26982.0,94520.0,
GEOM70.col,70,267,44,12413,59955,OPTIMAL,38,0.116738,0.0542577,0.170996,64.44531,112.0,38.0,0.0,,484249.0,1565.0,1631.0,14000.0,435.0,3853.0,,,511.0,0.0,37.0,,1995.0,5.0,,342.0,1.0,1.0,,4764.0,
GEOM30b.col,30,81,27,3110,13328,OPTIMAL,26,0.00928173,0.00273943,0.0120212,45.96094,,2.0,0.0,,9484.0,24.0,27.0,74.0,0.0,150.0,,,,0.0,2.0,,467.0,,,11.0,,,,12.0,
c21_3_d2.col,21,105,8,231,948,OPTIMAL,7,0.00111555,0.00233606,0.00345161,45.47266,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
c21_8_d1.col,21,105,11,555,2878,OPTIMAL,9,0.00361831,0.00249357,0.00611187,45.47266,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
c21_1_d2.col,21,105,8,231,948,OPTIMAL,7,0.00124778,0.00229947,0.00354725,45.53906,15.0,2.0,0.0,,14911.0,427.0,432.0,3995.0,14.0,478.0,2.0,,239.0,0.0,2.0,,113.0,,,77.0,,,,1978.0,
GEOM40a.col,40,146,50,6901,32870,OPTIMAL,37,0.12462,0.0300184,0.154639,58.77734,20.0,24.0,0.0,,276219.0,896.0,924.0,7322.0,365.0,1555.0,10.0,,217.0,0.0,24.0,,2652.0,,,201.0,,,,2096.0,
GEOM40b.col,40,157,40,6384,30550,OPTIMAL,33,0.0708028,0.0355173,0.10632,59.5,17.0,31.0,0.0,,413885.0,984.0,1024.0,8425.0,386.0,2588.0,,,147.0,0.0,31.0,,2024.0,,,288.0,,,,1880.0,
c21_2_d1.col,21,105,11,555,2878,OPTIMAL,9,0.00292943,0.00216823,0.00509766,45.41406,,6.0,0.0,,18424.0,169.0,179.0,1247.0,75.0,207.0,2.0,,49.0,0.0,6.0,,357.0,,,37.0,,,,398.0,
GEOM110a.col,110,1207,109,70341,437827,OPTIMAL,69,5.32152,240.64,245.962,194.22656,174286.0,29256.0,0.0,1936620.0,1397000000.0,5946430.0,6045010.0,193170000.0,20347800.0,7633940.0,13.0,1636040.0,2112910.0,0.0,1325340.0,12763.0,26041.0,3747990.0,192.0,754481.0,212.0,29.0,527534.0,59646600.0,60.0
GEOM120a.col,120,1434,109,100673,627706,OPTIMAL,82,4.76883,860.648,865.417,261.24219,583076.0,177090.0,0.0,1577230.0,3960390000.0,22918500.0,23263500.0,681381000.0,54419300.0,26716600.0,5.0,1649240.0,8806900.0,0.0,1606940.0,37032.0,21050.0,13355500.0,381.0,2659800.0,318.0,28.0,530337.0,200516000.0,96.0
c55_2_d2.col,55,362,8,605,3000,OPTIMAL,7,0.00503504,0.00728637,0.0123214,45.60547,52.0,5.0,0.0,,38896.0,962.0,980.0,11832.0,74.0,1316.0,,,590.0,0.0,5.0,,121.0,,,214.0,,,,6184.0,
GEOM20.col,20,20,24,1028,3405,OPTIMAL,21,0.00679927,0.00254448,0.00934376,45.84375,,0.0,0.0,,4767.0,17.0,18.0,53.0,4.0,231.0,2.0,,,0.0,,,303.0,,,10.0,,,,17.0,
