name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,reactivated,stabilizing,eliminated,shrunken,walked
GEOM90a.col,90,789,80,36809,263697,OPTIMAL,63,0.0836369,8.76354,8.84717,111.17578,8113.0,2714.0,0.0,227122.0,94956100.0,310415.0,315400.0,7066150.0,5344.0,662097.0,482301.0,37.0,150791.0,0.0,660.0,240613.0,233848.0,61678.0,132983.0,2001.0,39498.0,37.0,,17.0,69906.0,2149760.0,5.0
c21_6_d2.col,21,105,11,462,3030,OPTIMAL,9,0.00113691,0.00257665,0.00371356,45.53125,,3.0,0.0,,18011.0,230.0,238.0,1665.0,,91.0,276.0,7.0,42.0,0.0,,3.0,,378.0,,,59.0,,,,,516.0,
GEOM90b.col,90,860,109,51584,385019,OPTIMAL,69,0.117292,56.2949,56.4122,135.02344,63603.0,11746.0,0.0,1103840.0,687806000.0,2893920.0,2935890.0,82776800.0,5732.0,7866540.0,3732430.0,215.0,1032080.0,0.0,5731.0,586177.0,438707.0,372731.0,1726740.0,759.0,323596.0,142.0,296.0,50.0,139106.0,28369200.0,27.0
c55_1_d1.col,55,362,8,825,4165,OPTIMAL,7,0.00155118,0.00444207,0.00599325,45.47266,15.0,9.0,0.0,,53422.0,940.0,978.0,14611.0,,183.0,1608.0,,404.0,0.0,,9.0,,298.0,,,210.0,,,,,6317.0,
GEOM50a.col,50,238,61,13379,75346,OPTIMAL,50,0.021625,0.440311,0.461936,69.37109,692.0,523.0,0.0,17718.0,8420420.0,20253.0,20798.0,274859.0,227.0,14365.0,62918.0,42.0,12060.0,0.0,8.0,28540.0,52560.0,12322.0,3521.0,,3805.0,6.0,78.0,4.0,17074.0,75419.0,
GEOM20a.col,20,37,24,1485,6003,OPTIMAL,20,0.00237753,0.00319726,0.00557478,45.53516,6.0,0.0,0.0,,16983.0,54.0,60.0,136.0,,8.0,279.0,18.0,,0.0,,,,1065.0,,,23.0,,,,,28.0,
GEOM100.col,100,547,64,30080,174018,OPTIMAL,50,0.0579655,0.87339,0.931355,93.30078,954.0,336.0,0.0,20724.0,15059800.0,23934.0,24438.0,351729.0,413.0,24964.0,87554.0,90.0,22579.0,0.0,38.0,66252.0,118456.0,44378.0,2700.0,2939.0,4622.0,9.0,,7.0,35526.0,108088.0,
GEOM110.col,110,638,64,33648,198796,OPTIMAL,50,0.0661562,0.935084,1.00124,100.64844,672.0,408.0,0.0,22965.0,12700100.0,25566.0,26232.0,382629.0,470.0,23798.0,60422.0,90.0,25299.0,0.0,36.0,72101.0,132874.0,49295.0,3781.0,3326.0,4754.0,8.0,,4.0,39864.0,124101.0,
c21_5_d2.col,21,105,8,315,1327,OPTIMAL,7,0.000683503,0.00403076,0.00471427,45.34766,22.0,0.0,0.0,,21211.0,578.0,580.0,5529.0,,23.0,662.0,5.0,348.0,0.0,,,,184.0,,,121.0,,,,,2797.0,
c21_8_d2.col,21,105,11,462,3030,OPTIMAL,9,0.00126506,0.00327464,0.0045397,46.02344,,3.0,0.0,,18011.0,230.0,238.0,1665.0,,91.0,276.0,7.0,42.0,0.0,,3.0,,378.0,,,59.0,,,,,516.0,
