name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,eliminated,chronological,rephased,reactivated,stabilizing,shrunken,walked
GEOM90a.col,90,789,80,18713,191273,OPTIMAL,63,0.0656725,8.84193,8.9076,97.01172,4392.0,2885.0,0.0,220313.0,77854200.0,293738.0,298633.0,6849600.0,76.0,768393.0,404190.0,37.0,107321.0,0.0,115.0,120343.0,68918.0,26946.0,137023.0,1962.0,18740.0,36418.0,32.0,,16.0,1754470.0,4.0
c21_6_d2.col,21,105,11,441,2940,OPTIMAL,9,0.0013251,0.00320622,0.00453133,44.40625,,6.0,0.0,,25863.0,333.0,346.0,2688.0,,200.0,505.0,7.0,65.0,0.0,,6.0,,314.0,,,,92.0,,,,561.0,
GEOM90b.col,90,860,109,26409,284264,OPTIMAL,69,0.104922,48.4822,48.5871,113.29688,58846.0,9667.0,0.0,1210050.0,514578000.0,2139720.0,2171490.0,59741000.0,16770.0,5331510.0,3039500.0,237.0,848972.0,0.0,1944.0,475329.0,251881.0,184387.0,1185640.0,5298.0,66198.0,255840.0,120.0,89.0,51.0,22965800.0,20.0
c55_1_d1.col,55,362,8,825,4161,OPTIMAL,7,0.00139674,0.00441396,0.0058107,45.82812,40.0,6.0,0.0,,40212.0,894.0,903.0,9635.0,,37.0,1348.0,,536.0,0.0,,4.0,,279.0,,,,143.0,,,,4731.0,
GEOM50a.col,50,238,61,7810,53039,OPTIMAL,50,0.0171985,0.404652,0.42185,65.98828,341.0,442.0,0.0,1.0,4916470.0,15062.0,15554.0,219006.0,,13236.0,33803.0,42.0,7443.0,0.0,38.0,10683.0,14368.0,6591.0,2013.0,310.0,3866.0,2604.0,4.0,,2.0,59464.0,
GEOM20a.col,20,37,24,1084,4387,OPTIMAL,20,0.00197837,0.00178895,0.00376732,45.53125,,4.0,0.0,,13093.0,85.0,96.0,573.0,,1.0,437.0,18.0,14.0,0.0,,4.0,,655.0,,,,35.0,,,,98.0,
GEOM100.col,100,547,64,16802,120874,OPTIMAL,50,0.0401418,0.696099,0.736241,82.96094,211.0,428.0,0.0,1.0,6093420.0,19590.0,20158.0,311602.0,,24919.0,53374.0,91.0,11068.0,0.0,57.0,23809.0,28734.0,24535.0,2663.0,587.0,7911.0,3441.0,4.0,,2.0,69503.0,
GEOM110.col,110,638,64,18502,138180,OPTIMAL,50,0.0471081,0.876214,0.923322,85.87109,147.0,331.0,0.0,21444.0,7134600.0,20287.0,20821.0,352945.0,,33000.0,56362.0,91.0,11138.0,0.0,63.0,27707.0,31340.0,27131.0,4048.0,639.0,8696.0,3866.0,4.0,,2.0,63303.0,
c21_5_d2.col,21,105,8,315,1323,OPTIMAL,7,0.000716737,0.00627007,0.0069868,45.95703,56.0,5.0,0.0,,33223.0,898.0,908.0,9106.0,,37.0,1115.0,3.0,579.0,0.0,,4.0,,178.0,,,,147.0,,,,4560.0,
c21_8_d2.col,21,105,11,441,2940,OPTIMAL,9,0.00122339,0.00258115,0.00380454,45.83203,,6.0,0.0,,25863.0,333.0,346.0,2688.0,,200.0,505.0,7.0,65.0,0.0,,6.0,,314.0,,,,92.0,,,,561.0,
c21_7_d2.col,21,105,8,315,1323,OPTIMAL,7,0.000704049,0.00627751,0.00698156,44.84766,56.0,5.0,0.0,,33223.0,898.0,908.0,9106.0,,37.0,1115.0,3.0,579.0,0.0,,4.0,,178.0,,,,147.0,,,,4560.0,
GEOM70a.col,70,459,72,12948,107610,OPTIMAL,61,0.0355307,3.8784,3.91393,79.37109,9071.0,3048.0,0.0,186266.0,51037300.0,248768.0,252801.0,5158760.0,344.0,401813.0,347004.0,,103698.0,0.0,85.0,68539.0,50285.0,8748.0,110106.0,460.0,14173.0,28346.0,31.0,6.0,12.0,1627500.0,4.0
c21_4_d1.col,21,105,11,441,2940,OPTIMAL,9,0.00130927,0.00405878,0.00536805,45.59766,,6.0,0.0,,25863.0,333.0,346.0,2688.0,,200.0,505.0,7.0,65.0,0.0,,6.0,,314.0,,,,92.0,,,,561.0,
GEOM110b.col,110,1256,121,35750,445752,OPTIMAL,77,0.159926,1040.24,1040.4,193.625,418470.0,86781.0,0.0,2717600.0,5600370000.0,19455000.0,19725100.0,704250000.0,6169.0,77074000.0,22926300.0,178.0,6565520.0,0.0,40079.0,1023330.0,269632.0,266330.0,12059300.0,6745.0,72642.0,1910980.0,286.0,107.0,55.0,227265000.0,74.0
GEOM80a.col,80,612,79,16469,153867,OPTIMAL,63,0.0569512,8.29434,8.35129,87.74219,4407.0,3444.0,0.0,222726.0,77790700.0,331544.0,337256.0,7411230.0,7419.0,789493.0,457393.0,43.0,132473.0,0.0,158.0,135503.0,101489.0,21805.0,159415.0,1659.0,24946.0,40822.0,36.0,,16.0,2070650.0,3.0
GEOM30a.col,30,81,32,2306,11111,OPTIMAL,27,0.00441285,0.0030336,0.00744645,45.90625,,7.0,0.0,,33186.0,171.0,180.0,1773.0,,115.0,811.0,24.0,6.0,0.0,,6.0,,1150.0,,,,69.0,,,,230.0,
GEOM80b.col,80,663,98,20661,201202,OPTIMAL,60,0.0689681,5.40299,5.47196,94.47266,3751.0,2165.0,0.0,213283.0,69411600.0,242752.0,246966.0,5366520.0,1144.0,476205.0,492188.0,465.0,102935.0,0.0,83.0,149620.0,85966.0,139628.0,100394.0,846.0,24954.0,33130.0,34.0,,19.0,1694690.0,1.0
GEOM50b.col,50,249,54,6777,45627,OPTIMAL,35,0.0149289,0.0901758,0.105105,60.72656,91.0,107.0,0.0,,1945670.0,4799.0,4977.0,63660.0,,6539.0,33324.0,110.0,548.0,0.0,,105.0,,21426.0,361.0,,,1321.0,2.0,,1.0,9510.0,
GEOM60a.col,60,339,61,9372,70466,OPTIMAL,50,0.0238865,0.512307,0.536194,70.55859,188.0,474.0,0.0,1.0,6464460.0,21722.0,22321.0,365801.0,,28648.0,51191.0,13.0,8868.0,0.0,43.0,14770.0,17519.0,8005.0,2694.0,367.0,4651.0,3372.0,4.0,,2.0,69201.0,
GEOM70.col,70,267,44,7617,44311,OPTIMAL,38,0.0146247,0.0272148,0.0418395,45.97266,12.0,22.0,0.0,,504148.0,1547.0,1584.0,20453.0,,869.0,14407.0,,316.0,0.0,,22.0,,2762.0,24.0,,,364.0,1.0,,,4272.0,
GEOM30b.col,30,81,27,1849,8401,OPTIMAL,26,0.00276533,0.00160463,0.00436996,46.03516,,0.0,0.0,,9037.0,32.0,35.0,204.0,,0.0,322.0,3.0,9.0,0.0,,,,244.0,,,,8.0,,,,46.0,
c21_3_d2.col,21,105,8,315,1323,OPTIMAL,7,0.000720916,0.00609947,0.00682038,45.97266,56.0,5.0,0.0,,33223.0,898.0,908.0,9106.0,,37.0,1115.0,3.0,579.0,0.0,,4.0,,178.0,,,,147.0,,,,4560.0,
c21_8_d1.col,21,105,11,441,2940,OPTIMAL,9,0.00125578,0.00264627,0.00390205,46.03516,,6.0,0.0,,25863.0,333.0,346.0,2688.0,,200.0,505.0,7.0,65.0,0.0,,6.0,,314.0,,,,92.0,,,,561.0,
c21_1_d2.col,21,105,8,315,1323,OPTIMAL,7,0.00070056,0.00619008,0.00689064,45.97656,56.0,5.0,0.0,,33223.0,898.0,908.0,9106.0,,37.0,1115.0,3.0,579.0,0.0,,4.0,,178.0,,,,147.0,,,,4560.0,
GEOM40a.col,40,146,50,5092,29508,OPTIMAL,37,0.0143076,0.0198145,0.0341221,45.85156,11.0,14.0,0.0,,273518.0,1079.0,1100.0,12005.0,,460.0,5453.0,105.0,197.0,0.0,,14.0,,8247.0,,,,274.0,,,,2322.0,
GEOM40b.col,40,157,40,3976,22960,OPTIMAL,33,0.00727198,0.0167708,0.0240428,45.97656,12.0,40.0,0.0,,439887.0,1714.0,1772.0,19361.0,,1820.0,7128.0,17.0,152.0,0.0,,40.0,,2699.0,,,,441.0,,,,2101.0,
c21_2_d1.col,21,105,11,441,2940,OPTIMAL,9,0.0013074,0.00258785,0.00389525,45.97656,,6.0,0.0,,25863.0,333.0,346.0,2688.0,,200.0,505.0,7.0,65.0,0.0,,6.0,,314.0,,,,92.0,,,,561.0,
GEOM110a.col,110,1207,109,32318,391963,OPTIMAL,69,0.129734,170.304,170.433,163.03906,206756.0,35344.0,0.0,2798520.0,1472650000.0,6640520.0,6753720.0,244441000.0,23187.0,27478400.0,9223100.0,468.0,2001200.0,0.0,12472.0,973136.0,363999.0,225102.0,4222920.0,7856.0,96382.0,930236.0,207.0,419.0,80.0,68184700.0,37.0
GEOM120a.col,120,1434,109,35258,457014,OPTIMAL,82,0.15681,979.625,979.781,205.70312,619955.0,145828.0,0.0,3954070.0,4154390000.0,23220600.0,23547000.0,762435000.0,12333.0,62564400.0,26770900.0,132.0,8786350.0,0.0,41406.0,1582100.0,421069.0,111588.0,13522800.0,4841.0,117665.0,2634500.0,317.0,496.0,80.0,240148000.0,73.0
c55_2_d2.col,55,362,8,825,4161,OPTIMAL,7,0.00213288,0.00458635,0.00671923,45.55078,40.0,6.0,0.0,,40212.0,894.0,903.0,9635.0,,37.0,1348.0,,536.0,0.0,,4.0,,279.0,,,,143.0,,,,4731.0,
GEOM20.col,20,20,24,1080,3642,OPTIMAL,21,0.00163106,0.0026417,0.00427275,45.55078,,2.0,0.0,,7782.0,24.0,27.0,133.0,,1.0,668.0,9.0,6.0,0.0,,2.0,,476.0,,,,5.0,,,,49.0,
