name,V,E,upper_bound,variables,clauses,status,span,encoding_time,total_solving_time,time_used,memory_usage,restarts,otfs,reuses,ternary,propagations,learned,conflicts,learned_lits,restored,minishrunken,decisions,lucky,subsumed,minimized,vivified,strengthened,weakened,fixed,reduced,substituted,chronological,rephased,reactivated,stabilizing,eliminated,shrunken,walked
GEOM100b.col,100,1050,121,12100,144250,OPTIMAL,71,0.0456328,66.4832,66.5288,118.42578,93292.0,5058.0,0.0,513.0,287029000.0,1591260.0,1617410.0,57569800.0,258.0,13428500.0,3147590.0,817.0,128090.0,0.0,542.0,189734.0,708.0,138384.0,1119630.0,3.0,233504.0,112.0,24.0,63.0,64.0,15900900.0,16.0
c21_7_d1.col,21,105,8,168,1050,OPTIMAL,7,0.000430773,0.00245121,0.00288199,45.45312,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
GEOM100a.col,100,992,91,9100,101972,OPTIMAL,66,0.0410415,177.374,177.415,125.73438,171378.0,8986.0,0.0,4176.0,899488000.0,3881330.0,3937210.0,163935000.0,398.0,38562900.0,6453340.0,,303797.0,0.0,1561.0,367063.0,860.0,38601.0,2956880.0,34.0,504561.0,175.0,19.0,90.0,36.0,43336300.0,30.0
c21_2_d2.col,21,105,11,231,1449,OPTIMAL,9,0.000408889,0.003195,0.00360389,45.41406,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
GEOM120.col,120,773,73,8760,66989,OPTIMAL,59,0.0196534,1.2555,1.27515,68.10938,4318.0,298.0,0.0,45.0,6829300.0,53846.0,55588.0,1231320.0,,247366.0,167533.0,81.0,5179.0,0.0,29.0,6700.0,112.0,16643.0,17612.0,2.0,11054.0,16.0,,14.0,10.0,396916.0,
GEOM60b.col,60,366,63,3780,28218,OPTIMAL,41,0.00778534,0.526473,0.534258,59.01172,2082.0,293.0,0.0,37.0,5872390.0,52388.0,54266.0,1214760.0,27.0,292766.0,112187.0,209.0,2995.0,0.0,8.0,3330.0,181.0,18190.0,18238.0,,12484.0,15.0,3.0,13.0,19.0,282331.0,
GEOM20b.col,20,32,16,320,912,OPTIMAL,13,0.00041361,0.00113692,0.00155053,45.49219,,0.0,0.0,,506.0,3.0,4.0,4.0,,0.0,6.0,14.0,,0.0,,,,326.0,,,3.0,,,,,0.0,
GEOM30.col,30,50,33,990,2820,OPTIMAL,28,0.00102288,0.00348811,0.00451099,45.42969,5.0,1.0,0.0,,34137.0,214.0,231.0,2009.0,,210.0,1281.0,,24.0,0.0,,1.0,,953.0,,,52.0,,,,,763.0,
c21_6_d1.col,21,105,11,231,1449,OPTIMAL,9,0.00062149,0.00384165,0.00446314,45.98047,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
c21_4_d2.col,21,105,11,231,1449,OPTIMAL,9,0.000614947,0.00377129,0.00438624,45.85547,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
GEOM40.col,40,78,33,1320,4134,OPTIMAL,28,0.00185985,0.00406209,0.00592194,45.79297,13.0,5.0,0.0,,48268.0,285.0,298.0,2638.0,,238.0,1746.0,,36.0,0.0,,5.0,,1255.0,,,52.0,,,,,937.0,
c21_3_d1.col,21,105,8,168,1050,OPTIMAL,7,0.000544962,0.00185702,0.00240198,45.62109,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
GEOM60.col,60,185,36,2160,9060,OPTIMAL,33,0.00317309,0.00418559,0.00735868,45.55859,,1.0,0.0,,34449.0,299.0,325.0,3469.0,,206.0,1061.0,5.0,37.0,0.0,,1.0,,1058.0,,,104.0,,,,,1636.0,
GEOM70b.col,70,488,76,5320,44508,OPTIMAL,47,0.0179366,1.64512,1.66306,63.94922,4822.0,423.0,0.0,106.0,16021800.0,112376.0,115544.0,2877100.0,91.0,664602.0,234853.0,220.0,8515.0,0.0,58.0,10498.0,631.0,34975.0,49733.0,14.0,24262.0,24.0,10.0,20.0,54.0,733889.0,
c21_1_d1.col,21,105,8,168,1050,OPTIMAL,7,0.000427412,0.00238215,0.00280956,45.44141,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
GEOM120b.col,120,1491,123,14760,203073,OPTIMAL,83,0.056032,2720.53,2720.59,292.17969,688990.0,37103.0,0.0,5260.0,2849120000.0,14222900.0,14408500.0,699877000.0,173.0,155751000.0,24784500.0,237.0,1372430.0,0.0,6523.0,926688.0,625.0,108861.0,11422200.0,59.0,1763820.0,334.0,34.0,186.0,73.0,217701000.0,56.0
c21_5_d1.col,21,105,8,168,1050,OPTIMAL,7,0.000455123,0.00155978,0.00201491,45.44141,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
GEOM50.col,50,127,36,1800,6822,OPTIMAL,28,0.00190143,0.00379372,0.00569516,45.50781,,1.0,0.0,,57490.0,224.0,244.0,1973.0,,134.0,2252.0,27.0,29.0,0.0,,1.0,,2861.0,,,93.0,,,,,676.0,
GEOM90.col,90,441,54,4860,29484,OPTIMAL,46,0.00853469,0.116812,0.125347,59.63281,258.0,48.0,0.0,22.0,591613.0,5356.0,5522.0,88461.0,,15011.0,12967.0,27.0,826.0,0.0,8.0,700.0,59.0,5179.0,764.0,1.0,1130.0,2.0,,1.0,6.0,30825.0,
GEOM80.col,80,349,54,4320,24286,OPTIMAL,41,0.0106571,0.0379667,0.0486239,45.51562,43.0,46.0,0.0,,392294.0,4903.0,5141.0,75782.0,,15024.0,10519.0,84.0,298.0,0.0,,46.0,,9811.0,234.0,,1172.0,1.0,,1.0,,19485.0,
GEOM90a.col,90,789,80,7200,71940,OPTIMAL,63,0.0197183,4.81026,4.82998,74.90625,12349.0,969.0,0.0,234.0,31576700.0,217433.0,222673.0,5364290.0,,1106320.0,483139.0,,18354.0,0.0,81.0,24837.0,2.0,17457.0,104315.0,,40423.0,34.0,,21.0,1.0,1465040.0,3.0
c21_6_d2.col,21,105,11,231,1449,OPTIMAL,9,0.000610045,0.00375866,0.00436871,45.87891,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
GEOM90b.col,90,860,109,9810,107240,OPTIMAL,69,0.0351613,21.8944,21.9295,90.26562,51080.0,3306.0,0.0,682.0,139212000.0,871078.0,887009.0,27118800.0,384.0,6209210.0,1784520.0,497.0,65672.0,0.0,440.0,116329.0,850.0,81750.0,559545.0,14.0,144155.0,90.0,24.0,60.0,51.0,7426100.0,7.0
c55_1_d1.col,55,362,8,440,3446,OPTIMAL,7,0.00130952,0.00337929,0.00468881,46.14453,4.0,105.0,0.0,,7866.0,402.0,448.0,2078.0,,26.0,667.0,,39.0,0.0,,105.0,,356.0,,,96.0,,,,,183.0,
GEOM50a.col,50,238,61,3050,18168,OPTIMAL,50,0.00814935,0.259764,0.267913,57.75,1165.0,119.0,0.0,5.0,1636580.0,18019.0,18506.0,343127.0,,70329.0,36473.0,46.0,1648.0,0.0,6.0,1608.0,12.0,4879.0,4890.0,,3482.0,6.0,,4.0,2.0,99594.0,
GEOM20a.col,20,37,24,480,1468,OPTIMAL,20,0.000654383,0.00202124,0.00267562,45.66016,,1.0,0.0,,3793.0,65.0,68.0,413.0,,4.0,131.0,18.0,8.0,0.0,,1.0,,483.0,,,27.0,,,,,219.0,
GEOM100.col,100,547,64,6400,42908,OPTIMAL,50,0.0123433,0.295511,0.307854,61.75781,1372.0,133.0,0.0,9.0,2281160.0,21945.0,22723.0,377599.0,,66545.0,60755.0,91.0,1807.0,0.0,3.0,997.0,115.0,13847.0,5196.0,,5093.0,7.0,,7.0,8.0,108648.0,
GEOM110.col,110,638,64,7040,49522,OPTIMAL,50,0.0145414,0.432511,0.447053,63.11328,2349.0,177.0,0.0,57.0,3147240.0,26444.0,27330.0,466606.0,44.0,87739.0,75916.0,91.0,2234.0,0.0,21.0,2760.0,562.0,15303.0,7111.0,2.0,6119.0,8.0,5.0,4.0,46.0,136565.0,
c21_5_d2.col,21,105,8,168,1050,OPTIMAL,7,0.00029791,0.00158851,0.00188642,45.66016,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
c21_8_d2.col,21,105,11,231,1449,OPTIMAL,9,0.000618421,0.00373907,0.00435749,45.53516,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
c21_7_d2.col,21,105,8,168,1050,OPTIMAL,7,0.000554371,0.00177172,0.00232609,45.53516,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
GEOM70a.col,70,459,72,5040,38928,OPTIMAL,61,0.0110402,2.03298,2.04402,63.42969,8827.0,543.0,0.0,112.0,14359900.0,119925.0,122495.0,2556330.0,74.0,493287.0,239427.0,,10614.0,0.0,60.0,19344.0,354.0,6781.0,55252.0,6.0,21882.0,22.0,6.0,14.0,24.0,697663.0,
c21_4_d1.col,21,105,11,231,1449,OPTIMAL,9,0.000616335,0.00317812,0.00379446,45.60156,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
GEOM110b.col,110,1256,121,13310,170236,OPTIMAL,77,0.0470724,220.308,220.355,150.42188,135195.0,8812.0,0.0,787.0,567578000.0,2982580.0,3025560.0,126481000.0,56.0,31003300.0,5332050.0,520.0,276454.0,0.0,1010.0,321415.0,549.0,119518.0,2211430.0,26.0,400994.0,146.0,11.0,77.0,46.0,37005600.0,22.0
GEOM80a.col,80,612,79,6320,56028,OPTIMAL,63,0.0196457,4.59606,4.61571,69.19141,10306.0,605.0,0.0,107.0,20373200.0,144771.0,147780.0,3623960.0,74.0,746665.0,293089.0,30.0,13293.0,0.0,67.0,16480.0,378.0,13974.0,74546.0,,25145.0,24.0,5.0,14.0,27.0,1044130.0,2.0
GEOM30a.col,30,81,32,960,3732,OPTIMAL,27,0.00141809,0.00496313,0.00638123,45.60156,,13.0,0.0,,26229.0,419.0,441.0,4499.0,,308.0,848.0,16.0,47.0,0.0,,13.0,,912.0,,,96.0,,,,,830.0,
GEOM80b.col,80,663,98,7840,75934,OPTIMAL,60,0.021198,2.69087,2.71207,70.10547,6968.0,566.0,0.0,76.0,17413100.0,120708.0,123406.0,2993840.0,6.0,639280.0,281976.0,567.0,10269.0,0.0,58.0,14106.0,95.0,65978.0,53154.0,,22406.0,23.0,1.0,11.0,10.0,855623.0,1.0
GEOM50b.col,50,249,54,2700,17146,OPTIMAL,35,0.00618733,0.112097,0.118284,56.32812,333.0,58.0,0.0,27.0,891732.0,7838.0,8188.0,147248.0,,32663.0,18802.0,174.0,686.0,0.0,10.0,912.0,172.0,11790.0,781.0,6.0,2024.0,3.0,,3.0,35.0,37889.0,
GEOM60a.col,60,339,61,3660,25059,OPTIMAL,50,0.0106604,0.252612,0.263272,58.99219,1543.0,127.0,0.0,16.0,1944540.0,20501.0,21091.0,365207.0,,66887.0,46436.0,36.0,1723.0,0.0,5.0,1660.0,198.0,5728.0,3904.0,,4591.0,6.0,,4.0,16.0,103827.0,
GEOM70.col,70,267,44,3080,15318,OPTIMAL,38,0.00677595,0.0166668,0.0234428,45.54297,22.0,8.0,0.0,,106914.0,1238.0,1272.0,16893.0,,1971.0,2823.0,21.0,200.0,0.0,,8.0,,2672.0,,,329.0,,,,,6971.0,
GEOM30b.col,30,81,27,810,3057,OPTIMAL,26,0.00138058,0.00182932,0.0032099,45.54297,,4.0,0.0,,1724.0,37.0,38.0,206.0,,2.0,40.0,5.0,9.0,0.0,,4.0,,266.0,,,4.0,,,,,52.0,
c21_3_d2.col,21,105,8,168,1050,OPTIMAL,7,0.000417772,0.00250074,0.00291851,45.54297,,89.0,0.0,,4556.0,302.0,347.0,1426.0,,11.0,418.0,3.0,64.0,0.0,,88.0,,152.0,,,67.0,,,,,178.0,
c21_8_d1.col,21,105,11,231,1449,OPTIMAL,9,0.000721271,0.00253811,0.00325938,45.54297,,7.0,0.0,,9737.0,316.0,329.0,2594.0,,138.0,411.0,4.0,79.0,0.0,,7.0,,247.0,,,42.0,,,,,724.0,
