run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000074000,0.000072474
2,1,1,0.000055000,0.000055079
3,2,1,0.000032000,0.000031788
4,3,1,0.000020000,0.000020243
5,4,1,0.000076000,0.000076018
6,5,1,0.000019000,0.000019016
7,6,1,0.000034000,0.000033408
8,7,1,0.000127000,0.000126089
9,8,1,0.000072000,0.000072008
10,9,1,0.000033000,0.000032952
11,10,1,0.000019000,0.000018253
12,11,1,0.000024000,0.000023586
13,12,1,0.000028000,0.000028135
14,13,1,0.000015000,0.000015376
15,14,1,0.000041000,0.000041310
16,15,1,0.000018000,0.000017900
17,16,1,0.000020000,0.000019046
18,17,1,0.000023000,0.000022327
19,18,1,0.000040000,0.000039427
20,19,1,0.000019000,0.000018952
