run,seed,success,cpu_seconds,wall_seconds
1,0,0,46.404437000,46.405839060
2,1,0,46.399678000,46.401033445
3,2,0,46.433420000,46.434309923
4,3,0,46.867957000,46.869039827
5,4,0,47.174147000,47.178962365
6,5,0,47.237523000,47.239426741
7,6,0,47.391108000,47.392373501
8,7,0,47.403236000,47.406826679
9,8,0,46.817536000,46.819884621
10,9,0,46.619079000,46.622100332
11,10,0,46.463699000,46.465380292
12,11,0,46.429394000,46.431405869
13,12,0,46.260300000,46.262024656
14,13,0,46.250895000,46.252447456
15,14,0,46.435654000,46.437156416
16,15,0,46.838383000,46.841529189
17,16,0,46.269685000,46.271947149
18,17,0,46.532456000,46.534149650
19,18,0,46.522685000,46.524069678
20,19,0,46.341156000,46.342041869
