run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001807000,0.001806728
2,1,1,0.001799000,0.001798907
3,2,1,0.001893000,0.001892853
4,3,1,0.001847000,0.001846502
5,4,1,0.002044000,0.002043616
6,5,1,0.001879000,0.001878513
7,6,1,0.001963000,0.001962117
8,7,1,0.001938000,0.001936730
9,8,1,0.001795000,0.001795314
10,9,1,0.001855000,0.001854384
11,10,1,0.001740000,0.001739722
12,11,1,0.001796000,0.001795609
13,12,1,0.002052000,0.002051134
14,13,1,0.001853000,0.001853348
15,14,1,0.001834000,0.001833209
16,15,1,0.001849000,0.001847897
17,16,1,0.002010000,0.002008592
18,17,1,0.001958000,0.001957285
19,18,1,0.001804000,0.001803846
20,19,1,0.001821000,0.001820338
