run,seed,success,cpu_seconds,wall_seconds
1,0,1,29.821577000,29.822741313
2,1,1,29.782248000,29.782987893
3,2,1,7.268871000,7.269595671
4,3,1,8.346968000,8.347128498
5,4,1,7.227783000,7.227902638
6,5,1,7.586849000,7.586991414
7,6,1,63.568049000,63.570074175
8,7,1,7.283251000,7.283478159
9,8,1,9.925727000,9.925957576
10,9,1,7.449705000,7.449859392
11,10,1,8.960230000,8.960415002
12,11,1,9.093788000,9.094435509
13,12,1,24.898104000,24.898634845
14,13,1,6.950093000,6.950328096
15,14,1,7.928564000,7.928724113
16,15,1,8.870690000,8.870845779
17,16,1,8.030133000,8.031027185
18,17,1,19.312224000,19.312522746
19,18,1,9.351825000,9.352051718
20,19,1,7.147427000,7.147613759
