run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000053000,0.000052399
2,1,1,0.000037000,0.000037157
3,2,1,0.000023000,0.000023388
4,3,1,0.000028000,0.000028240
5,4,1,0.000041000,0.000041284
6,5,1,0.000022000,0.000021458
7,6,1,0.000024000,0.000023002
8,7,1,0.000025000,0.000025100
9,8,1,0.000026000,0.000026031
10,9,1,0.000021000,0.000021024
11,10,1,0.000024000,0.000024589
12,11,1,0.000022000,0.000022098
13,12,1,0.000018000,0.000018093
14,13,1,0.000024000,0.000024482
15,14,1,0.000033000,0.000033165
16,15,1,0.000020000,0.000020643
17,16,1,0.000020000,0.000020022
18,17,1,0.000022000,0.000022208
19,18,1,0.000023000,0.000023171
20,19,1,0.000023000,0.000023452
