run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000306000,0.000304760
2,1,1,0.000256000,0.000255289
3,2,1,0.000034000,0.000033175
4,3,1,0.000108000,0.000107648
5,4,1,0.000051000,0.000050823
6,5,1,0.000070000,0.000070037
7,6,1,0.000046000,0.000046038
8,7,1,0.000050000,0.000050633
9,8,1,0.000025000,0.000024664
10,9,1,0.000056000,0.000055249
11,10,1,0.000331000,0.000330293
12,11,1,0.000037000,0.000037248
13,12,1,0.000229000,0.000228969
14,13,1,0.000278000,0.000277774
15,14,1,0.000327000,0.000326523
16,15,1,0.000049000,0.000048454
17,16,1,0.000124000,0.000124008
18,17,1,0.000114000,0.000113531
19,18,1,0.000048000,0.000048155
20,19,1,0.000022000,0.000021666
