run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000061000,0.000059535
2,1,1,0.000022000,0.000022245
3,2,1,0.000023000,0.000022520
4,3,1,0.000021000,0.000021142
5,4,1,0.000022000,0.000021744
6,5,1,0.000021000,0.000020885
7,6,1,0.000020000,0.000019939
8,7,1,0.000021000,0.000020966
9,8,1,0.000020000,0.000020020
10,9,1,0.000017000,0.000017628
11,10,1,0.000019000,0.000018553
12,11,1,0.000019000,0.000018057
13,12,1,0.000020000,0.000019105
14,13,1,0.000019000,0.000018478
15,14,1,0.000019000,0.000018360
16,15,1,0.000021000,0.000019849
17,16,1,0.000019000,0.000018214
18,17,1,0.000019000,0.000018711
19,18,1,0.000019000,0.000018171
20,19,1,0.000019000,0.000018625
