run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000056000,0.000055025
2,1,1,0.000040000,0.000039497
3,2,1,0.000024000,0.000023896
4,3,1,0.000027000,0.000027398
5,4,1,0.000039000,0.000039176
6,5,1,0.000020000,0.000020051
7,6,1,0.000023000,0.000022520
8,7,1,0.000025000,0.000024692
9,8,1,0.000025000,0.000025296
10,9,1,0.000020000,0.000020430
11,10,1,0.000024000,0.000023992
12,11,1,0.000022000,0.000021739
13,12,1,0.000019000,0.000018982
14,13,1,0.000026000,0.000025362
15,14,1,0.000035000,0.000034284
16,15,1,0.000022000,0.000021299
17,16,1,0.000022000,0.000021066
18,17,1,0.000023000,0.000022677
19,18,1,0.000023000,0.000023155
20,19,1,0.000023000,0.000023676
