run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000333000,0.000332271
2,1,1,0.000223000,0.000223317
3,2,1,0.000033000,0.000032915
4,3,1,0.000109000,0.000108757
5,4,1,0.000050000,0.000049051
6,5,1,0.000070000,0.000069490
7,6,1,0.000045000,0.000045312
8,7,1,0.000049000,0.000049391
9,8,1,0.000025000,0.000024627
10,9,1,0.000055000,0.000054965
11,10,1,0.000336000,0.000335647
12,11,1,0.000050000,0.000049985
13,12,1,0.000237000,0.000236765
14,13,1,0.000293000,0.000292210
15,14,1,0.000324000,0.000324200
16,15,1,0.000050000,0.000049142
17,16,1,0.000113000,0.000112851
18,17,1,0.000114000,0.000113213
19,18,1,0.000047000,0.000046835
20,19,1,0.000021000,0.000021214
