run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000087000,0.000086053
2,1,1,0.000024000,0.000024499
3,2,1,0.000022000,0.000021498
4,3,1,0.000021000,0.000020065
5,4,1,0.000021000,0.000020459
6,5,1,0.000021000,0.000020775
7,6,1,0.000019000,0.000019237
8,7,1,0.000021000,0.000020884
9,8,1,0.000020000,0.000019416
10,9,1,0.000017000,0.000017548
11,10,1,0.000020000,0.000019682
12,11,1,0.000019000,0.000018757
13,12,1,0.000021000,0.000020425
14,13,1,0.000020000,0.000019938
15,14,1,0.000019000,0.000019251
16,15,1,0.000020000,0.000019660
17,16,1,0.000018000,0.000017257
18,17,1,0.000020000,0.000019200
19,18,1,0.000019000,0.000018447
20,19,1,0.000019000,0.000018527
