run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000067000,0.000066385
2,1,1,0.000036000,0.000035670
3,2,1,0.000023000,0.000023179
4,3,1,0.000029000,0.000028343
5,4,1,0.000041000,0.000040096
6,5,1,0.000021000,0.000020417
7,6,1,0.000023000,0.000022821
8,7,1,0.000025000,0.000024438
9,8,1,0.000025000,0.000025740
10,9,1,0.000020000,0.000020283
11,10,1,0.000024000,0.000024133
12,11,1,0.000022000,0.000021971
13,12,1,0.000018000,0.000018295
14,13,1,0.000024000,0.000024304
15,14,1,0.000033000,0.000033257
16,15,1,0.000021000,0.000020647
17,16,1,0.000020000,0.000020226
18,17,1,0.000023000,0.000022747
19,18,1,0.000024000,0.000023097
20,19,1,0.000024000,0.000023838
