run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.003122000,0.003120536
2,1,1,0.003051000,0.003050196
3,2,1,0.006081000,0.006080586
4,3,1,0.005671000,0.005671123
5,4,1,0.002226000,0.002225650
6,5,1,0.016038000,0.016043834
7,6,1,0.010135000,0.010134215
8,7,1,0.007949000,0.007948720
9,8,1,0.012516000,0.012515754
10,9,1,0.004745000,0.004743793
11,10,1,0.003709000,0.003708354
12,11,1,0.008420000,0.008419943
13,12,1,0.003149000,0.003148084
14,13,1,0.006352000,0.006350927
15,14,1,0.002580000,0.002579692
16,15,1,0.005602000,0.005601151
17,16,1,0.004371000,0.004370641
18,17,1,0.004992000,0.004991791
19,18,1,0.003923000,0.003923532
20,19,1,0.007669000,0.007668254
