run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.002049000,0.002047634
2,1,1,0.001952000,0.001952117
3,2,1,0.002846000,0.002845998
4,3,1,0.002570000,0.002568910
5,4,1,0.001467000,0.001466414
6,5,1,0.006138000,0.006137248
7,6,1,0.001492000,0.001492249
8,7,1,0.007517000,0.007517566
9,8,1,0.004707000,0.004707108
10,9,1,0.003742000,0.003741716
11,10,1,0.003029000,0.003028557
12,11,1,0.001237000,0.001236280
13,12,1,0.002142000,0.002141625
14,13,1,0.005556000,0.005555414
15,14,1,0.005587000,0.005587418
16,15,1,0.001309000,0.001309137
17,16,1,0.001600000,0.001599728
18,17,1,0.003920000,0.003919871
19,18,1,0.011206000,0.011230088
20,19,1,0.003943000,0.003942891
