run,seed,success,cpu_seconds,wall_seconds
1,0,0,217.880978000,217.887241771
2,1,0,217.766453000,217.774733095
3,2,0,219.138447000,219.144389005
4,3,0,219.842375000,219.849034573
5,4,0,216.274639000,216.281369820
6,5,0,219.202592000,219.208755821
7,6,0,213.625300000,213.632637368
8,7,0,221.678190000,221.684841187
9,8,0,224.834473000,224.841806530
10,9,0,217.215936000,217.228260308
11,10,0,218.229831000,218.263557638
12,11,0,216.080726000,216.089011180
13,12,0,219.221340000,219.229678590
14,13,0,215.627773000,215.634514870
15,14,0,215.524607000,215.530741591
