run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.143504000,0.143511771
2,1,1,0.142246000,0.142244520
3,2,1,0.510243000,0.510241205
4,3,1,1.843706000,1.843764050
5,4,1,2.003433000,2.003510978
6,5,1,0.783602000,0.783600345
7,6,1,0.736692000,0.736704817
8,7,1,0.206469000,0.206466873
9,8,1,0.605262000,0.605261010
10,9,1,1.845722000,1.845761665
11,10,1,0.988275000,0.988287844
12,11,1,2.100872000,2.100909998
13,12,1,2.084533000,2.084542481
14,13,1,1.127945000,1.127954841
15,14,1,2.559310000,2.559345986
16,15,1,0.104791000,0.104800408
17,16,1,2.496734000,2.496794745
18,17,1,1.859989000,1.860026110
19,18,1,1.519821000,1.520389592
20,19,1,1.815385000,1.815417512
