run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001881000,0.001880574
2,1,1,0.001900000,0.001899117
3,2,1,0.002355000,0.002354917
4,3,1,0.003007000,0.003006413
5,4,1,0.002107000,0.002106941
6,5,1,0.001620000,0.001619855
7,6,1,0.001444000,0.001443989
8,7,1,0.001969000,0.001967622
9,8,1,0.001671000,0.001671568
10,9,1,0.002249000,0.002248222
11,10,1,0.001868000,0.001868273
12,11,1,0.001596000,0.001595786
13,12,1,0.002367000,0.002366645
14,13,1,0.001765000,0.001764377
15,14,1,0.002455000,0.002454344
16,15,1,0.001957000,0.001956283
17,16,1,0.002222000,0.002222219
18,17,1,0.003443000,0.003443058
19,18,1,0.003182000,0.003181639
20,19,1,0.002417000,0.002416899
