run,seed,success,cpu_seconds,wall_seconds
1,0,1,201.567309000,201.571670205
2,1,1,202.198677000,202.207636735
3,2,0,298.430008000,298.436794554
4,3,0,300.746749000,300.754030795
5,4,1,8.402304000,8.403045527
6,5,1,137.840968000,137.843917686
7,6,1,180.598131000,180.601872325
8,7,1,211.002200000,211.006823351
9,8,0,300.350189000,300.356551417
10,9,0,306.282140000,306.292196654
11,10,1,10.259668000,10.260303823
12,11,1,237.107680000,237.113223540
13,12,1,86.975087000,86.978062293
14,13,0,298.433586000,298.440423180
15,14,1,31.542312000,31.546902165
16,15,1,9.112728000,9.112825951
