run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.009748000,0.009746773
2,1,1,0.009820000,0.009819531
3,2,1,0.005289000,0.005288214
4,3,1,0.002220000,0.002219718
5,4,1,0.004231000,0.004230017
6,5,1,0.002132000,0.002131617
7,6,1,0.003272000,0.003271003
8,7,1,0.004341000,0.004340168
9,8,1,0.008413000,0.008412970
10,9,1,0.002664000,0.002663688
11,10,1,0.004097000,0.004097030
12,11,1,0.006216000,0.006215374
13,12,1,0.006596000,0.006594994
14,13,1,0.002935000,0.002935031
15,14,1,0.002983000,0.002983120
16,15,1,0.003356000,0.003355944
17,16,1,0.007513000,0.007512215
18,17,1,0.004409000,0.004409113
19,18,1,0.014433000,0.014432314
20,19,1,0.007951000,0.007950326
