run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001667000,0.001664970
2,1,1,0.001721000,0.001720730
3,2,1,0.001431000,0.001430052
4,3,1,0.001587000,0.001586016
5,4,1,0.001601000,0.001601532
6,5,1,0.001617000,0.001617625
7,6,1,0.001705000,0.001704032
8,7,1,0.001761000,0.001761072
9,8,1,0.001830000,0.001829711
10,9,1,0.002040000,0.002040348
11,10,1,0.001931000,0.001929609
12,11,1,0.001556000,0.001556382
13,12,1,0.001931000,0.001930045
14,13,1,0.001586000,0.001585823
15,14,1,0.001588000,0.001587234
16,15,1,0.001602000,0.001601904
17,16,1,0.001886000,0.001885107
18,17,1,0.001861000,0.001860169
19,18,1,0.001500000,0.001500004
20,19,1,0.001814000,0.001813364
