run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001737000,0.001735509
2,1,1,0.001613000,0.001612606
3,2,1,0.001424000,0.001423307
4,3,1,0.001406000,0.001406085
5,4,1,0.001461000,0.001460800
6,5,1,0.001431000,0.001431061
7,6,1,0.001472000,0.001472143
8,7,1,0.001300000,0.001299231
9,8,1,0.001498000,0.001497465
10,9,1,0.001697000,0.001696581
11,10,1,0.001875000,0.001874403
12,11,1,0.001460000,0.001460200
13,12,1,0.001494000,0.001493392
14,13,1,0.001572000,0.001572181
15,14,1,0.001342000,0.001342388
16,15,1,0.001766000,0.001765294
17,16,1,0.001617000,0.001616649
18,17,1,0.001507000,0.001505914
19,18,1,0.001412000,0.001412155
20,19,1,0.001569000,0.001568881
