run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000324000,0.000322798
2,1,1,0.000318000,0.000317686
3,2,1,0.000223000,0.000222062
4,3,1,0.000637000,0.000636977
5,4,1,0.000812000,0.000812216
6,5,1,0.000368000,0.000368235
7,6,1,0.000464000,0.000463663
8,7,1,0.000200000,0.000199312
9,8,1,0.000396000,0.000396155
10,9,1,0.000274000,0.000274162
11,10,1,0.001585000,0.001583941
12,11,1,0.000409000,0.000408457
13,12,1,0.002651000,0.002649991
14,13,1,0.000246000,0.000246027
15,14,1,0.001090000,0.001089801
16,15,1,0.001488000,0.001486932
17,16,1,0.000489000,0.000488572
18,17,1,0.000174000,0.000173479
19,18,1,0.001048000,0.001048335
20,19,1,0.000302000,0.000301719
