run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000113000,0.000112269
2,1,1,0.000073000,0.000072920
3,2,1,0.000068000,0.000067215
4,3,1,0.000067000,0.000066285
5,4,1,0.000065000,0.000064811
6,5,1,0.000069000,0.000069083
7,6,1,0.000072000,0.000072253
8,7,1,0.000064000,0.000063623
9,8,1,0.000070000,0.000070116
10,9,1,0.000063000,0.000063109
11,10,1,0.000069000,0.000068239
12,11,1,0.000072000,0.000071773
13,12,1,0.000079000,0.000079065
14,13,1,0.000063000,0.000062423
15,14,1,0.000066000,0.000065547
16,15,1,0.000066000,0.000065127
17,16,1,0.000065000,0.000065740
18,17,1,0.000063000,0.000063107
19,18,1,0.000067000,0.000066540
20,19,1,0.000064000,0.000063663
