run,seed,success,cpu_seconds,wall_seconds
1,0,1,3.522729000,3.522759591
2,1,1,3.547991000,3.548057620
3,2,1,4.674203000,4.674260133
4,3,1,0.541971000,0.541976504
5,4,1,4.605157000,4.605203443
6,5,1,3.913485000,3.913522634
7,6,1,1.606807000,1.606825480
8,7,1,4.661477000,4.661528659
9,8,1,4.065616000,4.065688621
10,9,1,2.015928000,2.015941915
11,10,1,4.169279000,4.169309698
12,11,1,5.433641000,5.434257644
13,12,1,3.458369000,3.458555210
14,13,1,5.015281000,5.015348492
15,14,1,3.107007000,3.107031195
16,15,1,1.916351000,1.916380312
17,16,1,4.026907000,4.026944431
18,17,1,4.025758000,4.025806336
19,18,1,4.305995000,4.306035372
20,19,1,4.742748000,4.742815411
