run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001406000,0.001404697
2,1,1,0.001333000,0.001332338
3,2,1,0.001342000,0.001342102
4,3,1,0.001254000,0.001253864
5,4,1,0.001538000,0.001537479
6,5,1,0.001362000,0.001361175
7,6,1,0.001270000,0.001270429
8,7,1,0.001302000,0.001302397
9,8,1,0.001280000,0.001280051
10,9,1,0.001399000,0.001398505
11,10,1,0.001517000,0.001516227
12,11,1,0.001414000,0.001414473
13,12,1,0.001296000,0.001295009
14,13,1,0.001404000,0.001403316
15,14,1,0.001346000,0.001345361
16,15,1,0.001416000,0.001415607
17,16,1,0.001360000,0.001360026
18,17,1,0.001370000,0.001369774
19,18,1,0.001354000,0.001353810
20,19,1,0.001439000,0.001438555
