run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001445000,0.001443920
2,1,1,0.001333000,0.001333571
3,2,1,0.001304000,0.001303536
4,3,1,0.001304000,0.001303383
5,4,1,0.001295000,0.001294360
6,5,1,0.001510000,0.001510113
7,6,1,0.001395000,0.001394593
8,7,1,0.001236000,0.001235652
9,8,1,0.001444000,0.001442276
10,9,1,0.001234000,0.001234140
11,10,1,0.001335000,0.001335381
12,11,1,0.001423000,0.001422437
13,12,1,0.001337000,0.001337221
14,13,1,0.001329000,0.001328453
15,14,1,0.001395000,0.001393774
16,15,1,0.001371000,0.001370186
17,16,1,0.001596000,0.001594993
18,17,1,0.001415000,0.001415055
19,18,1,0.001409000,0.001409224
20,19,1,0.001379000,0.001378868
