run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.009568000,0.009566786
2,1,1,0.009179000,0.009178447
3,2,1,0.003657000,0.003656816
4,3,1,0.005144000,0.005143240
5,4,1,0.014042000,0.014041165
6,5,1,0.005991000,0.005990413
7,6,1,0.007594000,0.007593217
8,7,1,0.003384000,0.003383298
9,8,1,0.008595000,0.008594561
10,9,1,0.007226000,0.007225006
11,10,1,0.003898000,0.003897113
12,11,1,0.011949000,0.011948275
13,12,1,0.003000000,0.002999192
14,13,1,0.008284000,0.008283811
15,14,1,0.007162000,0.007160924
16,15,1,0.005491000,0.005491103
17,16,1,0.013559000,0.013558479
18,17,1,0.009065000,0.009063463
19,18,1,0.004799000,0.004799370
20,19,1,0.003464000,0.003463541
