run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000540000,0.000539130
2,1,1,0.000543000,0.000541981
3,2,1,0.000628000,0.000627635
4,3,1,0.000651000,0.000650984
5,4,1,0.000834000,0.000833784
6,5,1,0.000501000,0.000500756
7,6,1,0.001281000,0.001279933
8,7,1,0.000655000,0.000654043
9,8,1,0.000548000,0.000548350
10,9,1,0.000475000,0.000474860
11,10,1,0.000606000,0.000625223
12,11,1,0.000508000,0.000508328
13,12,1,0.000563000,0.000563453
14,13,1,0.000593000,0.000592963
15,14,1,0.000865000,0.000864143
16,15,1,0.000756000,0.000755403
17,16,1,0.000660000,0.000660001
18,17,1,0.000654000,0.000653776
19,18,1,0.000647000,0.000646335
20,19,1,0.000524000,0.000523519
