run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000747000,0.000746051
2,1,1,0.000608000,0.000607839
3,2,1,0.000756000,0.000755409
4,3,1,0.001638000,0.001637238
5,4,1,0.000553000,0.000552473
6,5,1,0.001271000,0.001270728
7,6,1,0.000494000,0.000493282
8,7,1,0.000830000,0.000829556
9,8,1,0.001471000,0.001471262
10,9,1,0.000989000,0.000987760
11,10,1,0.001271000,0.001271472
12,11,1,0.000843000,0.000842823
13,12,1,0.001960000,0.001959614
14,13,1,0.001298000,0.001297179
15,14,1,0.000571000,0.000570795
16,15,1,0.003703000,0.003703198
17,16,1,0.001601000,0.001600501
18,17,1,0.000609000,0.000608818
19,18,1,0.001028000,0.001027781
20,19,1,0.001003000,0.001002655
