run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000038000,0.000036951
2,1,1,0.000024000,0.000023378
3,2,1,0.000017000,0.000017661
4,3,1,0.000018000,0.000017575
5,4,1,0.000019000,0.000018004
6,5,1,0.000017000,0.000016241
7,6,1,0.000024000,0.000023290
8,7,1,0.000033000,0.000032880
9,8,1,0.000020000,0.000019430
10,9,1,0.000026000,0.000026111
11,10,1,0.000016000,0.000015316
12,11,1,0.000021000,0.000020921
13,12,1,0.000018000,0.000017927
14,13,1,0.000024000,0.000023534
15,14,1,0.000013000,0.000013451
16,15,1,0.000021000,0.000021275
17,16,1,0.000016000,0.000016062
18,17,1,0.000023000,0.000022434
19,18,1,0.000023000,0.000022042
20,19,1,0.000015000,0.000014911
