run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000071000,0.000070205
2,1,1,0.000053000,0.000053082
3,2,1,0.000031000,0.000031217
4,3,1,0.000020000,0.000020085
5,4,1,0.000075000,0.000075296
6,5,1,0.000019000,0.000018975
7,6,1,0.000033000,0.000033039
8,7,1,0.000060000,0.000059490
9,8,1,0.000065000,0.000065287
10,9,1,0.000031000,0.000029981
11,10,1,0.000018000,0.000018058
12,11,1,0.000024000,0.000023560
13,12,1,0.000029000,0.000028097
14,13,1,0.000016000,0.000015186
15,14,1,0.000039000,0.000039035
16,15,1,0.000017000,0.000016607
17,16,1,0.000019000,0.000018681
18,17,1,0.000022000,0.000022287
19,18,1,0.000039000,0.000038820
20,19,1,0.000019000,0.000018571
