run,seed,success,cpu_seconds,wall_seconds
1,0,0,46.405825000,46.407215520
2,1,0,46.845723000,46.848672732
3,2,0,46.469675000,46.471608230
4,3,0,46.394250000,46.395552361
5,4,0,46.450619000,46.452071511
6,5,0,46.284891000,46.286354044
7,6,0,46.295142000,46.296625324
8,7,0,46.485427000,46.486282851
9,8,0,46.433848000,46.435358090
10,9,0,46.355287000,46.357109600
11,10,0,46.330691000,46.332184456
12,11,0,46.312006000,46.312846846
13,12,0,46.278392000,46.279943484
14,13,0,46.384159000,46.385651646
15,14,0,46.423416000,46.424993885
16,15,0,46.287694000,46.288610634
17,16,0,46.354989000,46.356396680
18,17,0,46.393499000,46.394992860
19,18,0,46.442712000,46.444179570
20,19,0,46.315003000,46.315843051
