run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000072000,0.000071829
2,1,1,0.000052000,0.000052554
3,2,1,0.000033000,0.000032298
4,3,1,0.000021000,0.000021110
5,4,1,0.000079000,0.000077981
6,5,1,0.000021000,0.000021170
7,6,1,0.000034000,0.000033916
8,7,1,0.000060000,0.000059848
9,8,1,0.000065000,0.000065159
10,9,1,0.000030000,0.000030027
11,10,1,0.000018000,0.000018347
12,11,1,0.000024000,0.000023684
13,12,1,0.000029000,0.000028538
14,13,1,0.000015000,0.000015493
15,14,1,0.000039000,0.000039414
16,15,1,0.000017000,0.000017132
17,16,1,0.000019000,0.000018772
18,17,1,0.000023000,0.000022272
19,18,1,0.000039000,0.000038988
20,19,1,0.000019000,0.000019039
