run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000289000,0.000287658
2,1,1,0.000284000,0.000284205
3,2,1,0.000273000,0.000273451
4,3,1,0.000325000,0.000324963
5,4,1,0.000324000,0.000323602
6,5,1,0.000277000,0.000276189
7,6,1,0.000286000,0.000285890
8,7,1,0.000280000,0.000279114
9,8,1,0.000304000,0.000303910
10,9,1,0.000268000,0.000267863
11,10,1,0.000276000,0.000276240
12,11,1,0.000283000,0.000283741
13,12,1,0.000275000,0.000274094
14,13,1,0.000284000,0.000283239
15,14,1,0.000279000,0.000278878
16,15,1,0.000286000,0.000285005
17,16,1,0.000277000,0.000276601
18,17,1,0.000297000,0.000296191
19,18,1,0.000272000,0.000271454
20,19,1,0.000307000,0.000305998
