run,seed,success,cpu_seconds,wall_seconds
1,0,0,174.531448000,174.535671892
2,1,0,174.568537000,174.572323215
3,2,0,175.317322000,175.321518688
4,3,0,175.512180000,175.516282911
5,4,0,170.557107000,170.560217773
6,5,0,171.665066000,171.672184768
7,6,0,172.774764000,172.778837053
8,7,0,168.834404000,168.838197679
9,8,0,172.310970000,172.315598264
10,9,0,168.256597000,168.259616091
11,10,0,172.393742000,172.397464550
12,11,0,172.300110000,172.304307070
13,12,0,174.731867000,174.735694178
14,13,0,169.823368000,169.827186188
15,14,0,176.717023000,176.720238418
16,15,0,166.565211000,166.570065890
17,16,0,175.762828000,175.771987241
18,17,0,172.915495000,172.919807141
19,18,0,168.626087000,168.630084778
20,19,0,173.984000000,173.987449460
