run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.013511000,0.013509189
2,1,1,0.013313000,0.013311736
3,2,1,0.015343000,0.015342219
4,3,1,0.010764000,0.010763012
5,4,1,0.012690000,0.012689444
6,5,1,0.012691000,0.012690874
7,6,1,0.010323000,0.010321868
8,7,1,0.006760000,0.006759396
9,8,1,0.014749000,0.014748894
10,9,1,0.005010000,0.005009623
11,10,1,0.008369000,0.008366804
12,11,1,0.013561000,0.013558754
13,12,1,0.013843000,0.013840953
14,13,1,0.016734000,0.016732786
15,14,1,0.034537000,0.034534795
16,15,1,0.010074000,0.010072851
17,16,1,0.034305000,0.034303149
18,17,1,0.005885000,0.005884641
19,18,1,0.012247000,0.012245143
20,19,1,0.014678000,0.014684565
