run,seed,success,cpu_seconds,wall_seconds
1,0,1,125.847209000,125.850133186
2,1,1,125.779040000,125.781800751
3,2,1,176.611329000,176.615231696
4,3,1,35.746633000,35.747684463
5,4,1,26.128818000,26.129185668
6,5,1,154.477657000,154.481158573
7,6,1,103.575764000,103.578214198
8,7,1,22.310388000,22.311609876
9,8,1,31.363635000,31.364243136
10,9,0,274.741088000,274.747481278
11,10,1,189.172713000,189.176756705
12,11,1,6.631714000,6.631794341
13,12,0,277.916791000,277.922977402
14,13,1,22.372400000,22.373175708
15,14,1,7.934738000,7.934839333
16,15,1,93.457783000,93.459478941
17,16,1,132.364646000,132.368742461
18,17,1,276.235959000,276.247298210
19,18,1,9.990700000,9.990838722
20,19,1,235.600954000,235.606303843
