run,seed,success,cpu_seconds,wall_seconds
1,0,1,6.994523000,6.994754538
2,1,1,6.988968000,6.989063354
3,2,1,35.202444000,35.203377391
4,3,1,19.464946000,19.465244746
5,4,1,34.670254000,34.670632011
6,5,1,21.176855000,21.177780631
7,6,1,5.312176000,5.312234605
8,7,1,6.265515000,6.265575484
9,8,1,6.635862000,6.636005523
10,9,1,6.053889000,6.053960555
11,10,1,8.573354000,8.573456304
12,11,1,5.323767000,5.323865441
13,12,1,6.192163000,6.192247962
14,13,1,9.402667000,9.403532656
15,14,1,11.955231000,11.955402742
16,15,1,21.751889000,21.752121038
17,16,1,4.961026000,4.961104891
18,17,1,22.776570000,22.777432931
19,18,1,34.163437000,34.163986933
20,19,1,59.350987000,59.356815261
