run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.004534000,0.004531723
2,1,1,0.004379000,0.004379168
3,2,1,0.001779000,0.001779428
4,3,1,0.005241000,0.005240783
5,4,1,0.005471000,0.005470677
6,5,1,0.004655000,0.004653851
7,6,1,0.007870000,0.007868859
8,7,1,0.004347000,0.004346357
9,8,1,0.002502000,0.002501867
10,9,1,0.001665000,0.001663961
11,10,1,0.005532000,0.005530554
12,11,1,0.003843000,0.003843368
13,12,1,0.002336000,0.002335788
14,13,1,0.001387000,0.001387112
15,14,1,0.004248000,0.004246500
16,15,1,0.003200000,0.003199174
17,16,1,0.002553000,0.002553019
18,17,1,0.003192000,0.003191594
19,18,1,0.002280000,0.002279632
20,19,1,0.005493000,0.005491469
