run,seed,success,cpu_seconds,wall_seconds
1,0,1,7.010600000,7.011529331
2,1,1,7.016536000,7.016767884
3,2,1,147.652832000,147.660749377
4,3,1,15.639627000,15.640154732
5,4,1,6.506915000,6.507137251
6,5,1,27.426755000,27.428400447
7,6,1,20.430308000,20.431181298
8,7,1,15.172466000,15.172950998
9,8,1,4.552345000,4.553049037
10,9,1,142.938605000,142.953548715
11,10,1,39.990905000,39.991760805
12,11,1,116.732233000,116.735799177
13,12,1,8.826220000,8.826908104
14,13,1,3.900765000,3.900828971
15,14,1,28.210277000,28.211074655
16,15,1,6.535318000,6.535477321
17,16,1,2.770313000,2.770337567
18,17,1,22.549345000,22.550391306
19,18,1,15.017473000,15.018788714
20,19,1,71.414807000,71.416602556
