run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.001978000,0.001977370
2,1,1,0.001965000,0.001964393
3,2,1,0.001255000,0.001254610
4,3,1,0.001184000,0.001183714
5,4,1,0.000950000,0.000949366
6,5,1,0.000895000,0.000895508
7,6,1,0.001412000,0.001411538
8,7,1,0.001354000,0.001353360
9,8,1,0.001041000,0.001040928
10,9,1,0.000932000,0.000931222
11,10,1,0.000902000,0.000901544
12,11,1,0.000987000,0.000986707
13,12,1,0.001247000,0.001246794
14,13,1,0.001051000,0.001049213
15,14,1,0.002676000,0.002675095
16,15,1,0.001269000,0.001268768
17,16,1,0.001448000,0.001448268
18,17,1,0.001242000,0.001242417
19,18,1,0.001313000,0.001313260
20,19,1,0.001315000,0.001314717
