run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000909000,0.000907852
2,1,1,0.000741000,0.000740815
3,2,1,0.000789000,0.000788320
4,3,1,0.000826000,0.000825318
5,4,1,0.000742000,0.000741929
6,5,1,0.000867000,0.000867166
7,6,1,0.000853000,0.000853076
8,7,1,0.000783000,0.000783078
9,8,1,0.000673000,0.000672354
10,9,1,0.000608000,0.000607139
11,10,1,0.000779000,0.000778820
12,11,1,0.000656000,0.000654873
13,12,1,0.000825000,0.000823774
14,13,1,0.001176000,0.001174927
15,14,1,0.000771000,0.000770772
16,15,1,0.000689000,0.000688354
17,16,1,0.000927000,0.000925692
18,17,1,0.001055000,0.001054025
19,18,1,0.001038000,0.001038546
20,19,1,0.000700000,0.000699412
