run,seed,success,cpu_seconds,wall_seconds
1,0,0,145.885060000,145.889236770
2,1,0,148.306326000,148.310949224
3,2,0,152.187242000,152.192914034
4,3,0,147.734810000,147.739314317
5,4,0,144.998475000,145.001433599
6,5,0,146.449370000,146.452868186
7,6,0,145.635196000,145.638469035
8,7,0,145.791364000,145.794453121
9,8,0,142.918505000,142.922064804
10,9,0,144.819523000,144.822877427
11,10,0,149.172957000,149.183779204
12,11,0,144.876223000,144.880511154
13,12,0,146.477189000,146.480714806
14,13,0,145.042311000,145.045755089
15,14,0,143.875198000,143.879839916
16,15,0,147.409760000,147.414123338
17,16,0,144.252504000,144.256854066
18,17,0,146.460685000,146.464227764
19,18,0,146.050159000,146.053119762
20,19,0,146.126733000,146.131278079
