run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.012307000,0.012303881
2,1,1,0.011351000,0.011349756
3,2,1,0.007835000,0.007834258
4,3,1,0.000771000,0.000770783
5,4,1,0.004558000,0.004556699
6,5,1,0.008677000,0.008677323
7,6,1,0.003201000,0.003200443
8,7,1,0.001314000,0.001314391
9,8,1,0.010642000,0.010640855
10,9,1,0.008941000,0.008940751
11,10,1,0.007777000,0.007776062
12,11,1,0.020092000,0.020090782
13,12,1,0.023094000,0.023092959
14,13,1,0.012997000,0.012995514
15,14,1,0.017686000,0.017685572
16,15,1,0.002060000,0.002059571
17,16,1,0.006436000,0.006435795
18,17,1,0.004602000,0.004601541
19,18,1,0.017321000,0.017318852
20,19,1,0.001256000,0.001255190
