run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000723000,0.000721579
2,1,1,0.000628000,0.000628052
3,2,1,0.000735000,0.000734717
4,3,1,0.000768000,0.000768151
5,4,1,0.000653000,0.000652856
6,5,1,0.000662000,0.000661469
7,6,1,0.000714000,0.000713531
8,7,1,0.000735000,0.000734479
9,8,1,0.000711000,0.000710633
10,9,1,0.000734000,0.000733532
11,10,1,0.000686000,0.000685365
12,11,1,0.000704000,0.000703906
13,12,1,0.000729000,0.000728347
14,13,1,0.000775000,0.000774187
15,14,1,0.000729000,0.000728639
16,15,1,0.000745000,0.000744456
17,16,1,0.000645000,0.000644070
18,17,1,0.000729000,0.000728640
19,18,1,0.000753000,0.000752422
20,19,1,0.000662000,0.000661283
