run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.138528000,0.138526468
2,1,1,0.140388000,0.140394485
3,2,1,0.064523000,0.064520634
4,3,1,0.025643000,0.025641515
5,4,1,0.168109000,0.168108059
6,5,1,0.247996000,0.248003029
7,6,1,0.068710000,0.068707813
8,7,1,0.013149000,0.013147980
9,8,1,0.219713000,0.219711205
10,9,1,0.254366000,0.254395898
11,10,1,0.105142000,0.105154993
12,11,1,0.055980000,0.055978125
13,12,1,0.027144000,0.027171493
14,13,1,0.042765000,0.042776764
15,14,1,0.008890000,0.008889546
16,15,1,0.077406000,0.077403806
17,16,1,0.020443000,0.020441421
18,17,1,0.007690000,0.007689405
19,18,1,0.108471000,0.108477206
20,19,1,0.014313000,0.014310720
