run,seed,success,cpu_seconds,wall_seconds
1,0,0,71.016635000,71.018762267
2,1,0,70.940160000,70.942531681
3,2,0,71.097999000,71.099885001
4,3,0,71.169572000,71.175677224
5,4,0,70.970207000,70.972763627
6,5,0,71.109028000,71.111212469
7,6,0,71.270462000,71.272424513
8,7,0,71.153971000,71.160271081
9,8,0,70.870940000,70.875676741
10,9,0,70.582620000,70.587137583
11,10,0,70.722838000,70.725442783
12,11,0,70.421404000,70.424551309
13,12,0,70.503035000,70.506320710
14,13,0,70.447763000,70.450075192
15,14,0,70.812616000,70.814684026
16,15,0,70.447334000,70.449639961
17,16,0,70.532465000,70.534465885
18,17,0,70.768284000,70.770745687
19,18,0,70.595366000,70.597458425
20,19,0,70.508006000,70.509773606
