run,seed,success,cpu_seconds,wall_seconds
1,0,1,0.000056000,0.000055183
2,1,1,0.000034000,0.000033806
3,2,1,0.000023000,0.000022912
4,3,1,0.000027000,0.000026964
5,4,1,0.000038000,0.000038430
6,5,1,0.000020000,0.000020086
7,6,1,0.000022000,0.000022240
8,7,1,0.000025000,0.000023988
9,8,1,0.000026000,0.000025585
10,9,1,0.000021000,0.000020311
11,10,1,0.000025000,0.000024093
12,11,1,0.000022000,0.000021891
13,12,1,0.000018000,0.000018018
14,13,1,0.000024000,0.000024173
15,14,1,0.000033000,0.000033464
16,15,1,0.000021000,0.000021139
17,16,1,0.000021000,0.000021214
18,17,1,0.000024000,0.000023080
19,18,1,0.000024000,0.000023876
20,19,1,0.000024000,0.000024063
